rank_display,rank,name,country,city,region,overall_score,url,logo,citations_per_paper_score,citations_per_paper_rank,papers_per_faculty_score,papers_per_faculty_rank,academic_reputation_score,academic_reputation_rank,faculty_student_ratio_score,faculty_student_ratio_rank,staff_with_phd_score,staff_with_phd_rank,international_research_network_score,international_research_network_rank,web_impact_score,web_impact_rank,employer_reputation_score,employer_reputation_rank
1,1,Pontificia Universidad Católica de Chile (UC),Chile,Santiago,Latin America,100,https://www.topuniversities.com/universities/pontificia-universidad-católica-de-chile-uc,https://www.topuniversities.com/sites/default/files/pontificia-universidad-catlica-de-chile-uc_107_medium.jpg,76.7,60,96.8,22,100,3,65.2,79,98.3,16,99.8,4,95.7,13,100,1
2,2,Universidade de São Paulo,Brazil,São Paulo,Latin America,99,https://www.topuniversities.com/universities/universidade-de-sao-paulo,https://www.topuniversities.com/sites/default/files/universidade-de-so-paulo_550_medium.jpg,76.8,59,100,1,100,4,50.4,118,99.6,5,100,1,100,1,99.9,8
3,3,Universidade Estadual de Campinas (Unicamp),Brazil,Campinas,Latin America,98.2,https://www.topuniversities.com/universities/universidade-estadual-de-campinas-unicamp,https://www.topuniversities.com/sites/default/files/universidade-estadual-de-campinas-unicamp_96_medium.jpg,86.4,37,100,2,100,6,40.2,157,99.6,7,99.9,3,100,5,96.9,13
4,4,Tecnológico de Monterrey,Mexico,Monterrey,Latin America,95.4,https://www.topuniversities.com/universities/tecnologico-de-monterrey,https://www.topuniversities.com/sites/default/files/instituto-tecnolgico-y-de-estudios-superiores-de-monterrey_592560cf2aeae70239af4cd6_medium.jpg,99.8,9,31.2,157,99.5,10,85.8,39,48.9,128,99.6,9,91.1,22,100,4
5,5,Universidade Federal do Rio de Janeiro,Brazil,Rio de Janeiro,Latin America,93.6,https://www.topuniversities.com/universities/universidade-federal-do-rio-de-janeiro,https://www.topuniversities.com/sites/default/files/220127083943pm152751UFRJ-Vertical-Impresso-Positivo-ai-90x90.jpg,64.9,80,97.9,20,99.8,9,34.1,190,98.6,15,99.8,5,99.9,6,90.9,24
=6,6,UNESP,Brazil,Sao Paulo,Latin America,92.5,https://www.topuniversities.com/universities/unesp,https://www.topuniversities.com/sites/default/files/unesp_492_medium.jpg,56.2,113,100,4,96.9,14,40.2,156,99.7,=3,99.5,10,99.2,10,90.4,25
=6,7,Universidad de Chile,Chile,Santiago,Latin America,92.5,https://www.topuniversities.com/universities/universidad-de-chile,https://www.topuniversities.com/sites/default/files/universidad-de-chile_121_medium.jpg,75.7,62,99.4,11,100,5,22.3,201+,69.2,82,99.7,7,100,4,100,6
8,8,Universidad de los Andes,Colombia,Bogotá,Latin America,91.3,https://www.topuniversities.com/universities/universidad-de-los-andes,https://www.topuniversities.com/sites/default/files/universidad-de-los-andes_592560cf2aeae70239af4bf6_medium.jpg,66.4,77,92.2,28,99.9,8,33.2,198,66.3,92,96.9,22,94.1,17,100,5
9,9,Universidad Nacional Autónoma de México  (UNAM),Mexico,Mexico City,Latin America,90.2,https://www.topuniversities.com/universities/universidad-nacional-autonoma-de-mexico-unam,https://www.topuniversities.com/sites/default/files/universidad-nacional-autnoma-de-mxico-unam_425_medium.jpg,51.6,135,43.2,114,100,1,68,74,54.7,113,100,2,100,2,100,3
10,10,Universidad de Buenos Aires (UBA),Argentina,Buenos Aires,Latin America,87.5,https://www.topuniversities.com/universities/universidad-de-buenos-aires-uba,https://www.topuniversities.com/sites/default/files/universidad-de-buenos-aires-uba_78_medium.jpg,15.2,201+,25,183,100,2,93.8,26,49.3,127,99.7,8,99.7,7,100,2
11,11,Universidad de Concepción,Chile,Concepción,Latin America,87.1,https://www.topuniversities.com/universities/universidad-de-concepcion,https://www.topuniversities.com/sites/default/files/universidad-de-concepcin_1700_medium.jpg,89.8,30,88.9,34,89.2,23,37,171,60.4,101,98.7,13,82.5,32,88.7,29
12,12,Universidad Nacional de Colombia,Colombia,Bogotá,Latin America,86.7,https://www.topuniversities.com/universities/universidad-nacional-de-colombia,https://www.topuniversities.com/sites/default/files/universidad-nacional-de-colombia_592560cf2aeae70239af4b0b_medium.jpg,30.6,201+,85.5,41,99.9,7,13.5,201+,82.5,67,98.4,16,92.3,21,100,7
13,13,Pontifícia Universidade Católica do Rio de Janeiro,Brazil,Rio de Janeiro,Latin America,85.8,https://www.topuniversities.com/universities/pontificia-universidade-catolica-do-rio-de-janeiro,https://www.topuniversities.com/sites/default/files/pontifcia-universidade-catlica-do-rio-de-janeiro_526_medium.jpg,62.3,89,98.8,17,93.1,18,40.4,153,86.3,60,94,39,83.5,31,75.8,48
14,14,Federal University of Minas Gerais (UFMG),Brazil,Belo Horizonte,Latin America,84.7,https://www.topuniversities.com/universities/federal-university-minas-gerais-ufmg,https://www.topuniversities.com/sites/default/files/universidade-federal-de-minas-gerais_1727_medium.jpg,56.8,112,98.7,19,94.1,17,31.8,201+,99.2,11,99.1,11,100,3,63,63
15,15,Pontificia Universidad Catolica del Peru (PUCP),Peru,Lima,Latin America,84.4,https://www.topuniversities.com/universities/pontificia-universidad-catolica-del-peru-pucp,https://www.topuniversities.com/sites/default/files/210825042529am231772Isotipo-PUCP-200x200-90x90.jpg,52.9,124,16.1,201+,98.8,11,84,43,12.9,201+,93.2,46,92.8,19,99.1,10
16,16,Universidade Federal do Rio Grande Do Sul,Brazil,Porto Alegre,Latin America,82.6,https://www.topuniversities.com/universities/universidade-federal-do-rio-grande-do-sul,https://www.topuniversities.com/sites/default/files/universidade-federal-do-rio-grande-do-sul_2239_medium.jpg,85.6,41,97,21,89.3,22,44,139,99.3,10,99.8,6,99.1,11,40.3,104
17,17,Universidad de Santiago de Chile (USACH),Chile,Santiago,Latin America,81.4,https://www.topuniversities.com/universities/universidad-de-santiago-de-chile-usach,https://www.topuniversities.com/sites/default/files/universidad-de-santiago-de-chile-usach_548_medium.jpg,57.7,107,80.6,48,96.9,15,24,201+,29,191,96.7,24,63.7,53,96.9,14
18,18,Pontificia Universidad Javeriana,Colombia,Bogotá,Latin America,81.3,https://www.topuniversities.com/universities/pontificia-universidad-javeriana,https://www.topuniversities.com/sites/default/files/pontificia-universidad-javeriana_592560cf2aeae70239af514a_medium.jpg,30.5,201+,27.3,175,98.4,12,66.9,76,28,198,90,57,80.4,38,99.6,9
19,19,Universidad de Costa Rica,Costa Rica,San Jose,Latin America,80,https://www.topuniversities.com/universities/universidad-de-costa-rica,https://www.topuniversities.com/sites/default/files/universidad-de-costa-rica_789_medium.jpg,47.7,153,19.8,201+,95,16,69.8,69,19.5,201+,94,40,83.9,30,91.9,22
20,20,Universidad de Antioquia,Colombia,Medellin,Latin America,78.9,https://www.topuniversities.com/universities/universidad-de-antioquia,https://www.topuniversities.com/sites/default/files/universidad-de-antioquia_592560cf2aeae70239af5149_medium.jpg,60.2,98,79.9,50,91.4,19,12.8,201+,57.3,108,97.1,20,68.2,48,82.8,39
21,21,Universidad Nacional de La Plata (UNLP),Argentina,La Plata,Latin America,78.7,https://www.topuniversities.com/universities/universidad-nacional-de-la-plata-unlp,https://www.topuniversities.com/sites/default/files/universidad-nacional-de-la-plata-unlp_1690_medium.jpg,22.7,201+,34.3,141,97.5,13,74.8,58,15.3,201+,96.7,23,99.6,8,85.2,34
22,22,Universidad Adolfo Ibáñez,Chile,Santiago,Latin America,77.1,https://www.topuniversities.com/universities/universidad-adolfo-ibanez,https://www.topuniversities.com/sites/default/files/universidad-adolfo-ibez-_11_medium.jpg,28.4,201+,96.4,23,80,33,19.5,201+,81.3,70,86.8,65,43.6,106,99,11
23,23,Universidade Federal de Santa Catarina ,Brazil,Florianópolis,Latin America,76.6,https://www.topuniversities.com/universities/universidade-federal-de-santa-catarina,https://www.topuniversities.com/sites/default/files/universidade-federal-de-santa-catarina_2746_medium.jpg,72.2,67,98.7,18,77.5,37,43.8,141,99.3,9,98.7,12,99.6,9,37.1,118
24,24,Pontificia Universidad Católica de Valparaíso,Chile,Valparaíso,Latin America,76.4,https://www.topuniversities.com/universities/pontificia-universidad-catolica-de-valparaiso,https://www.topuniversities.com/sites/default/files/pontificia-universidad-catlica-de-valparaso_733_medium.jpg,45.4,158,99.1,15,89,24,14.8,201+,60.7,99,92.7,49,50.3,82,81.4,40
25,25,Universidad Austral,Argentina,Pilar,Latin America,75.5,https://www.topuniversities.com/universities/universidad-austral,https://www.topuniversities.com/sites/default/files/universidad-austral_38_medium.jpg,85,42,12.2,201+,80.7,32,98.8,16,20.3,201+,53.4,154,22.5,201+,96.3,15
26,26,Universidade de Brasília,Brazil,Brasília,Latin America,74.5,https://www.topuniversities.com/universities/universidade-de-brasilia,https://www.topuniversities.com/sites/default/files/universidade-de-braslia_1726_medium.jpg,33.8,201+,92.1,29,87.6,25,19,201+,98.3,18,98.6,14,99,12,46,93
27,27,Universidad del Rosario,Colombia,Bogotá,Latin America,74.2,https://www.topuniversities.com/universities/universidad-del-rosario,https://www.topuniversities.com/sites/default/files/universidad-del-rosario_592560cf2aeae70239af514d_medium.jpg,52.7,125,46.4,109,72.1,45,64,84,39.5,149,83.9,73,69.2,47,91.5,23
28,28,Universidade Federal de São Paulo,Brazil,São Paulo,Latin America,73.5,https://www.topuniversities.com/universities/universidade-federal-de-sao-paulo,https://www.topuniversities.com/sites/default/files/universidade-federal-de-so-paulo_2750_medium.jpg,73.8,66,88.8,35,53.3,81,99.6,9,95.6,33,95.3,29,88.7,24,38.9,109
29,29,Instituto Politécnico Nacional (IPN),Mexico,Ciudad de México,Latin America,71.6,https://www.topuniversities.com/universities/instituto-politecnico-nacional-ipn,https://www.topuniversities.com/sites/default/files/instituto-politcnico-nacional-ipn_592560cf2aeae70239af5483_medium.jpg,55.3,116,27.4,173,78.1,35,39.3,162,11.1,201+,94.5,33,81.2,36,92.2,21
30,30,Universidade Federal de São Carlos (UFSCar),Brazil,São Paulo,Latin America,71,https://www.topuniversities.com/universities/universidade-federal-de-sao-carlos-ufscar,https://www.topuniversities.com/sites/default/files/universidade-federal-de-so-carlos-ufscar_2748_medium.jpg,82.8,49,100,3,55.5,72,37.2,169,99.1,12,94.4,34,92.8,20,45.9,95
31,31,Universidad Autónoma Metropolitana (UAM),Mexico,Mexico City,Latin America,70.9,https://www.topuniversities.com/universities/universidad-autonoma-metropolitana-uam,https://www.topuniversities.com/sites/default/files/universidad-autnoma-metropolitana-uam_592560cf2aeae70239af54af_medium.jpg,34.3,201+,52.2,96,85.4,27,11.6,201+,81.6,68,94.4,35,79.3,39,61.8,65
32,32,Universidade Federal do Paraná - UFPR,Brazil,Curitiba,Latin America,69.7,https://www.topuniversities.com/universities/universidade-federal-do-parana-ufpr,https://www.topuniversities.com/sites/default/files/universidade-federal-do-paran-ufpr_1730_medium.jpg,50.8,140,93,26,65.2,55,44.5,138,96.4,27,97.1,21,95.5,14,38.5,111
33,33,Universidad Nacional de Córdoba - UNC,Argentina,Córdoba,Latin America,69.1,https://www.topuniversities.com/universities/universidad-nacional-de-cordoba-unc,https://www.topuniversities.com/sites/default/files/universidad-nacional-de-crdoba-unc_592560cf2aeae70239af511e_medium.jpg,31.2,201+,19.2,201+,89.5,21,17.2,201+,37.4,158,91.6,52,88.2,25,75.5,49
34,34,Universidad de La Sabana,Colombia,Bogotá,Latin America,69,https://www.topuniversities.com/universities/universidad-de-la-sabana,https://www.topuniversities.com/sites/default/files/260224073040pm756920square-image-90x90.jpg,56.9,109,36.1,132,81.2,31,42.6,147,14.7,201+,63.8,121,48.8,87,92.8,18
35,35,Universidad Central de Venezuela,Venezuela,Caracas,Latin America,68.3,https://www.topuniversities.com/universities/universidad-central-de-venezuela,https://www.topuniversities.com/sites/default/files/universidad-central-de-venezuela_592560cf2aeae70239af54c0_medium.jpg,24,201+,6.1,201+,81.2,30,79.4,53,28.1,196,53.1,157,54,69,92.4,20
36,36,Escuela Superior Politécnica del Litoral (ESPOL),Ecuador,Guayaquil,Latin America,67.6,https://www.topuniversities.com/universities/escuela-superior-politecnica-del-litoral-espol,https://www.topuniversities.com/sites/default/files/escuela-superior-politcnica-del-litoral-espol_592560cf2aeae70239af547f_medium.jpg,64.4,82,54.2,89,67.9,49,57.7,103,30.7,181,79.7,80,57.6,63,72.1,53
37,37,Universidad Austral de Chile,Chile,Valdivia,Latin America,67.2,https://www.topuniversities.com/universities/universidad-austral-de-chile,https://www.topuniversities.com/sites/default/files/universidad-austral-de-chile_1704_medium.jpg,49.8,142,99.3,12,65.5,54,9.1,201+,85,62,93.9,41,59.4,58,59.5,70
=38,38,Universidad San Francisco de Quito USFQ,Ecuador,Quito,Latin America,67,https://www.topuniversities.com/universities/universidad-san-francisco-de-quito-usfq,https://www.topuniversities.com/sites/default/files/250514080051pm522863logo-usfq1500x1500px-90x90.jpg,61,94,52.4,94,72.4,44,63.7,85,32,177,84.7,71,28.9,177,66,60
=38,39,Universidad de Puerto Rico,Puerto Rico,San Juan,Latin America,67,https://www.topuniversities.com/universities/universidad-de-puerto-rico,https://www.topuniversities.com/sites/default/files/universidad-de-puerto-rico_592560cf2aeae70239af54dd_medium.jpg,98.8,14,19.4,201+,55.1,73,58,102,74.3,74,92.8,48,81.4,35,45.9,94
40,40,Pontificia Universidad Católica Argentina,Argentina,Buenos Aires,Latin America,66.6,https://www.topuniversities.com/universities/pontificia-universidad-catolica-argentina,https://www.topuniversities.com/sites/default/files/pontificia-universidad-catlica-argentina_592560cf2aeae70239af5486_medium.jpg,4,201+,4.9,201+,81.4,28,100,5,15,201+,45,192,56.6,64,94.1,16
41,41,Universidad de la República (Udelar),Uruguay,Montevideo,Latin America,66.2,https://www.topuniversities.com/universities/universidad-de-la-republica-udelar,https://www.topuniversities.com/sites/default/files/universidad-de-la-repblica-udelar_592560cf2aeae70239af515e_medium.jpg,37.1,185,18.9,201+,89.7,20,34,192,17.3,201+,98.5,15,34,149,70.5,55
42,42,Instituto Tecnológico Autónomo de México (ITAM),Mexico,Mexico City,Latin America,66,https://www.topuniversities.com/universities/instituto-tecnologico-autonomo-de-mexico-itam,https://www.topuniversities.com/sites/default/files/instituto-tecnolgico-autnomo-de-mxico-itam_592560cf2aeae70239af4da6_medium.jpg,30.8,201+,31.4,154,69.9,46,49.1,125,71.1,79,38.6,201+,40.3,118,93.1,17
43,43,Universidad Diego Portales (UDP),Chile,Santiago,Latin America,64.6,https://www.topuniversities.com/universities/universidad-diego-portales-udp,https://www.topuniversities.com/sites/default/files/universidad-diego-portales-udp_159_medium.jpg,87.3,35,46,110,64.9,57,24.2,201+,14.4,201+,88.9,60,34.8,145,79.2,42
44,44,Universidad Nacional Mayor de San Marcos,Peru,Lima,Latin America,63.9,https://www.topuniversities.com/universities/universidad-nacional-mayor-de-san-marcos,https://www.topuniversities.com/sites/default/files/universidad-nacional-mayor-de-san-marcos_592560cf2aeae70239af5158_medium.jpg,3.5,201+,38.9,123,81.3,29,16.5,201+,16.9,201+,85.5,68,90.8,23,85.4,33
=45,45,Universidad de La Habana,Cuba,Havana,Latin America,63.4,https://www.topuniversities.com/universities/universidad-de-la-habana,https://www.topuniversities.com/sites/default/files/221020033509pm867038295-UH-Color-90x90.jpg,26.9,201+,24.8,184,68.4,48,82.9,44,53.2,119,67,109,31.2,164,67.4,56
=45,46,Universidad de los Andes - Chile,Chile,Santiago,Latin America,63.4,https://www.topuniversities.com/universities/universidad-de-los-andes-chile,https://www.topuniversities.com/sites/default/files/universidad-de-los-andes-chile_2638_medium.jpg,36,193,58.2,84,72.6,43,29.2,201+,28.1,197,64.3,119,25.8,201+,90.2,26
47,47,Universidad Técnica Federico Santa María (USM),Chile,Valparaíso,Latin America,62.5,https://www.topuniversities.com/universities/universidad-tecnica-federico-santa-maria-usm,https://www.topuniversities.com/sites/default/files/universidad-tcnica-federico-santa-mara-usm_592560cf2aeae70239af52cb_medium.jpg,67.7,73,80.2,49,51.1,86,10,201+,46.3,132,94.1,38,22.5,201+,83.4,38
=48,48,Universidad Torcuato Di Tella,Argentina,Buenos Aires,Latin America,62,https://www.topuniversities.com/universities/universidad-torcuato-di-tella,https://www.topuniversities.com/sites/default/files/universidad-torcuato-di-tella_592560cf2aeae70239af4ced_medium.jpg,16.4,201+,49.1,102,63.2,59,34.5,187,99.6,6,24.4,201+,33.1,154,89.7,27
=48,49,Universidad de Talca,Chile,Talca,Latin America,62,https://www.topuniversities.com/universities/universidad-de-talca,https://www.topuniversities.com/sites/default/files/universidad-de-talca_592560cf2aeae70239af5129_medium.jpg,80.8,52,94.9,24,54,77,19.1,201+,53.9,116,94.1,37,59.3,59,48.9,90
50,50,Universidad de Guadalajara (UDG),Mexico,Guadalajara,Latin America,61.7,https://www.topuniversities.com/universities/universidad-de-guadalajara-udg,https://www.topuniversities.com/sites/default/files/universidad-de-guadalajara-udg_592560cf2aeae70239af5137_medium.jpg,34.6,200,9.2,201+,78,36,38.5,163,26.4,201+,93.5,44,95.1,15,51.5,85
51,51,Universidad de San Andrés - UdeSA,Argentina,Buenos Aires,Latin America,61.3,https://www.topuniversities.com/universities/universidad-de-san-andres-udesa,https://www.topuniversities.com/sites/default/files/universidad-de-san-andrs-udesa_1699_medium.jpg,37.4,183,52.6,93,45.8,94,73.3,63,82.8,66,48.7,171,31,165,78.5,45
52,52,Universidade Federal de Pernambuco (UFPE) ,Brazil,Recife,Latin America,60.8,https://www.topuniversities.com/universities/universidade-federal-de-pernambuco-ufpe,https://www.topuniversities.com/sites/default/files/universidade-federal-de-pernambuco-ufpe-_592560cf2aeae70239af5143_medium.jpg,37.9,181,87.1,38,58.1,66,37.2,168,95.8,32,97.7,18,93,18,20.3,151+
53,53,Universidad de La Frontera (UFRO),Chile,Temuco,Latin America,60.5,https://www.topuniversities.com/universities/universidad-de-la-frontera-ufro,https://www.topuniversities.com/sites/default/files/universidad-de-la-frontera-ufro_592560cf2aeae70239af512b_medium.jpg,85.6,39,99.1,14,54.1,76,14.9,201+,81.6,69,93.1,47,32.3,=159,34,129
=54,54,Universidad Iberoamericana Ciudad de México - IBERO,Mexico,Mexico City,Latin America,60.3,https://www.topuniversities.com/universities/universidad-iberoamericana-ciudad-de-mexico-ibero,https://www.topuniversities.com/sites/default/files/240131094720pm844056LOGO-200x200-90x90.jpg,25.3,201+,12.6,201+,74.6,39,53.3,113,42.8,138,24.9,201+,33.8,151,87.7,32
=54,55,Universidad Simón Bolívar (USB),Venezuela,Caracas,Latin America,60.3,https://www.topuniversities.com/universities/universidad-simon-bolivar-usb,https://www.topuniversities.com/sites/default/files/universidad-simn-bolvar-usb_592560cf2aeae70239af5515_medium.jpg,60.9,96,35.4,135,65.9,53,63.1,88,10.8,201+,48.3,172,25.7,201+,78.8,44
=54,56,Universidad de las Américas Puebla (UDLAP),Mexico,Cholula,Latin America,60.3,https://www.topuniversities.com/universities/universidad-de-las-americas-puebla-udlap,https://www.topuniversities.com/sites/default/files/universidad-de-las-amricas-puebla-udlap_2637_medium.jpg,82.2,50,28.3,168,46.6,92,75.9,56,90.4,55,31.5,201+,53.3,74,54.3,76
57,57,Universidad EAFIT,Colombia,Medellin,Latin America,60.2,https://www.topuniversities.com/universities/universidad-eafit,https://www.topuniversities.com/sites/default/files/universidad-eafit_592560cf2aeae70239af4d9b_medium.jpg,39.5,175,46.7,107,65,56,14.7,201+,50.3,124,45.9,186,44.2,103,88.7,30
58,58,Universidad del Norte ,Colombia,Barranquilla,Latin America,59.9,https://www.topuniversities.com/universities/universidad-del-norte,https://www.topuniversities.com/sites/default/files/universidad-del-norte-_592560cf2aeae70239af54ec_medium.jpg,67.5,74,73.4,64,50.8,88,23.2,201+,46.1,133,79.3,81,53.9,70,66.6,57
59,59,Universidad Panamericana (UP),Mexico,Mexico City,Latin America,59.6,https://www.topuniversities.com/universities/universidad-panamericana,https://www.topuniversities.com/sites/default/files/220110044732pm195521Logo-QS-Hub-v2-90x90.jpg,29.1,201+,10.5,201+,55.6,71,92.9,30,18.9,201+,55.9,142,32.8,156,88.6,31
60,60,Universidad de Montevideo (UM),Uruguay,Montevideo,Latin America,59.3,https://www.topuniversities.com/universities/universidad-de-montevideo-um,https://www.topuniversities.com/sites/default/files/universidad-de-montevideo-um_695_medium.jpg,17.7,201+,9.9,201+,75.6,38,92.9,29,15.6,201+,35.6,201+,14.9,201+,79.3,41
61,61,Universidad Andrés Bello,Chile,Santiago,Latin America,58.9,https://www.topuniversities.com/universities/universidad-andres-bello,https://www.topuniversities.com/sites/default/files/250715065502am262139Sin-t%C3%ADtulo-12-Mesa-de-trabajo-1-90x90.jpg,63.4,87,36.1,131,63.2,60,25.6,201+,14.4,201+,98.2,17,46.4,96,62,64
62,62,Universidad Nacional de Rosario (UNR),Argentina,Rosario,Latin America,58.6,https://www.topuniversities.com/universities/universidad-nacional-de-rosario-unr,https://www.topuniversities.com/sites/default/files/211123024202pm491653Logo-UNR-HD-USO-OFICIAL-page-0001-90x90.jpg,18.1,201+,7.2,201+,79.3,34,49.5,123,8.4,201+,79.2,82,80.4,37,58.2,72
63,63,Universidad Autónoma de Nuevo León,Mexico,San Nicolás de los Garza,Latin America,58.2,https://www.topuniversities.com/universities/universidad-autonoma-de-nuevo-leon,https://www.topuniversities.com/sites/default/files/universidad-autnoma-de-nuevo-len_592560cf2aeae70239af5136_medium.jpg,74.5,65,21,201+,68.7,47,6.8,201+,30.7,182,90.3,55,58.1,62,50.7,87
64,64,Universidade Federal Fluminense,Brazil,Rio de Janeiro,Latin America,57,https://www.topuniversities.com/universities/universidade-federal-fluminense,https://www.topuniversities.com/sites/default/files/universidade-federal-fluminense-_592560cf2aeae70239af5147_medium.jpg,51.6,134,71.6,68,48.9,91,32.9,200,98.3,17,97.4,19,95.1,16,14.1,151+
65,65,"Pontifícia Universidade Católica do Rio Grande do Sul, PUCRS",Brazil,Porto Alegre,Latin America,56.7,https://www.topuniversities.com/universities/pontificia-universidade-catolica-do-rio-grande-do-sul-pucrs,https://www.topuniversities.com/sites/default/files/pontifcia-universidade-catlica-do-rio-grande-do-sul-pucrs_592560cf2aeae70239af548e_medium.jpg,88.2,33,99.5,10,37.5,121,34.4,188,94.1,44,68,103,65.8,49,27.8,150
66,66,Universidad del Valle,Colombia,Cali,Latin America,56.4,https://www.topuniversities.com/universities/universidad-del-valle,https://www.topuniversities.com/sites/default/files/universidad-del-valle_592560cf2aeae70239af54f0_medium.jpg,30.4,201+,28.5,167,74.3,40,22.6,201+,33.9,172,76,90,53.7,72,52.9,80
67,67,"El Colegio de México, A.C.",Mexico,Mexico City,Latin America,56.3,https://www.topuniversities.com/universities/el-colegio-de-mexico-ac,https://www.topuniversities.com/sites/default/files/el-colegio-de-mxico-a.c._592560cf2aeae70239af547b_medium.jpg,2.7,201+,77.3,56,66,52,100,1,69.1,83,42.5,201+,54.6,68,26.8,151+
68,68,Universidad Católica del Uruguay (UCU),Uruguay,Montevideo,Latin America,56,https://www.topuniversities.com/universities/universidad-catolica-del-uruguay-ucu,https://www.topuniversities.com/sites/default/files/universidad-catlica-del-uruguay-ucu_592560cf2aeae70239af54bb_medium.jpg,16.2,201+,9,201+,62.8,62,95.9,20,13.1,201+,40.1,201+,25.6,201+,78.9,43
69,69,Universidade Federal da Bahia,Brazil,Salvador,Latin America,55.9,https://www.topuniversities.com/universities/universidade-federal-da-bahia,https://www.topuniversities.com/sites/default/files/universidade-federal-da-bahia_592560cf2aeae70239af5146_medium.jpg,35.4,196,71.6,67,51.2,85,23.9,201+,93.4,47,95.1,30,87.9,26,23.4,151+
70,70,Universidad Peruana Cayetano Heredia (UPCH),Peru,San Martin,Latin America,55.7,https://www.topuniversities.com/universities/universidad-peruana-cayetano-heredia-upch,https://www.topuniversities.com/sites/default/files/universidad-peruana-cayetano-heredia-upch_592560cf2aeae70239af550f_medium.jpg,75.8,61,29.3,162,53.7,79,84.6,41,5,201+,74.9,96,17.2,201+,51,86
71,71,Universidade Federal do Ceará (UFC),Brazil,Fortaleza,Latin America,55.5,https://www.topuniversities.com/universities/universidade-federal-do-ceara-ufc,https://www.topuniversities.com/sites/default/files/universidade-federal-do-cear-ufc_592560cf2aeae70239af5148_medium.jpg,52.3,129,93.3,25,44.6,99,16.8,201+,99.3,8,91.8,51,78.3,41,22.4,151+
72,72,Pontifícia Universidade Católica de São Paulo,Brazil,São Paulo,Latin America,54.9,https://www.topuniversities.com/universities/pontifcia-universidade-catlica-de-so-paulo,https://www.topuniversities.com/sites/default/files/pontifcia-universidade-catlica-de-so-paulo_592560cf2aeae70239af549d_medium.jpg,2.3,201+,22.7,195,51,87,69.5,70,94.9,39,12.6,201+,62,55,72,54
73,73,Universidad Anáhuac México,Mexico,Huixquilucan,Latin America,54.4,https://www.topuniversities.com/universities/universidad-anahuac-mexico,https://www.topuniversities.com/sites/default/files/universidad-anahuac_592560cf2aeae70239af4a97_medium.jpg,29.3,201+,7.6,201+,62.6,63,79.7,52,19.2,201+,16.6,201+,18.9,201+,84.1,37
74,74,Pontificia Universidad Católica del Ecuador (PUCE),Ecuador,Quito,Latin America,54.1,https://www.topuniversities.com/universities/pontificia-universidad-catolica-del-ecuador-puce,https://www.topuniversities.com/sites/default/files/pontificia-universidad-catlica-del-ecuador-puce_592560cf2aeae70239af5489_medium.jpg,31.7,201+,15,201+,72.9,42,26,201+,8.4,201+,87.6,63,35.7,140,56.8,73
75,75,Universidade Federal de Santa Maria,Brazil,Santa Maria,Latin America,53.9,https://www.topuniversities.com/universities/universidade-federal-de-santa-maria,https://www.topuniversities.com/sites/default/files/universidade-federal-de-santa-maria_592560cf2aeae70239af553e_medium.jpg,77.9,57,84.9,43,31.8,140,43.5,143,94.2,42,96.3,26,82.4,33,9.5,151+
=76,76,Universidad Autónoma del Estado de México (UAEMex),Mexico,Toluca de Lerdo,Latin America,53.4,https://www.topuniversities.com/universities/universidad-autonoma-del-estado-de-mexico-uaemex,https://www.topuniversities.com/sites/default/files/universidad-autnoma-del-estado-de-mxico-uaemex_2249_medium.jpg,43.6,164,13.8,201+,73.6,41,17.6,201+,23.4,201+,59.1,132,58.5,60,52.4,81
=76,77,Universidade do Estado do Rio de Janeiro (UERJ),Brazil,Rio de Janeiro,Latin America,53.4,https://www.topuniversities.com/universities/universidade-do-estado-do-rio-de-janeiro-uerj,https://www.topuniversities.com/sites/default/files/universidade-do-estado-do-rio-de-janeiro-uerj_592560cf2aeae70239af5525_medium.jpg,24.2,201+,64.6,75,50.8,89,35.3,183,57,110,94.8,31,87.8,27,32.4,133
78,78,Universidad Católica Andres Bello,Venezuela,Caracas City,Latin America,53.2,https://www.topuniversities.com/universities/universidad-catolica-andres-bello,https://www.topuniversities.com/sites/default/files/universidad-catlica-andres-bello_592560cf2aeae70239af4a98_medium.jpg,n/a,n/a,2.6,201+,86.6,26,24.4,201+,9.9,201+,n/a,n/a,27.7,183,97,12
79,79,Universidad Externado de Colombia ,Colombia,Bogotá,Latin America,53.1,https://www.topuniversities.com/universities/universidad-externado-de-colombia,https://www.topuniversities.com/sites/default/files/universidad-externado-de-colombia_795_medium.jpg,3.8,201+,6.4,201+,57.6,67,73.9,61,19.2,201+,25.8,201+,35.2,141,92.8,19
80,80,Universidad Pontificia Bolivariana ,Colombia,Medellín,Latin America,52.2,https://www.topuniversities.com/universities/universidad-pontificia-bolivariana,https://www.topuniversities.com/sites/default/files/universidad-pontificia-bolivariana-_592560cf2aeae70239af5511_medium.jpg,19.6,201+,41,119,43.8,103,94.2,23,21.6,201+,63.8,120,46.8,93,59.7,69
=81,81,Universidad del Desarrollo (UDD),Chile,Santiago,Latin America,51.6,https://www.topuniversities.com/universities/universidad-del-desarrollo-udd,https://www.topuniversities.com/sites/default/files/universidad-del-desarrollo-udd_592560cf2aeae70239af52cd_medium.jpg,91.7,27,28.6,166,44.4,101,30.2,201+,11.8,201+,65.1,117,43.4,107,60.2,67
