rank_display,rank,name,country,city,region,overall_score,url,logo,citations_per_paper_score,citations_per_paper_rank,papers_per_faculty_score,papers_per_faculty_rank,academic_reputation_score,academic_reputation_rank,faculty_student_ratio_score,faculty_student_ratio_rank,staff_with_phd_score,staff_with_phd_rank,international_research_network_score,international_research_network_rank,web_impact_score,web_impact_rank,employer_reputation_score,employer_reputation_rank
201-250,236,Universidad de La Salle,Colombia,Bogotá,Latin America,n/a,https://www.topuniversities.com/universities/universidad-de-la-salle,https://www.topuniversities.com/sites/default/files/universidad-de-la-salle_592560cf2aeae70239af5154_medium.jpg,5.7,201+,18.5,201+,34.9,130,19.8,201+,32.4,176,14.8,201+,22.7,201+,27.3,151+
201-250,237,Universidad de Los Lagos,Chile,Osorno,Latin America,n/a,https://www.topuniversities.com/universities/universidad-de-los-lagos,https://www.topuniversities.com/sites/default/files/universidad-de-los-lagos_592560cf2aeae70239af54d4_medium.jpg,25.7,201+,79.2,51,13.3,151+,9.4,201+,39.2,151,59.4,130,30.1,171,8.8,151+
201-250,238,Universidad de San Buenaventura,Colombia,Bogotá,Latin America,n/a,https://www.topuniversities.com/universities/universidad-de-san-buenaventura,https://www.topuniversities.com/sites/default/files/universidad-de-san-buenaventura_592560cf2aeae70239af54e2_medium.jpg,24.6,201+,10.5,201+,14.9,151+,90.7,34,25.2,201+,38.7,201+,8.5,201+,9.7,151+
201-250,239,Universidad de San Martín de Porres,Peru,Lima,Latin America,n/a,https://www.topuniversities.com/universities/universidad-de-san-martin-de-porres,https://www.topuniversities.com/sites/default/files/universidad-de-san-martn-de-porres_592560cf2aeae70239af5159_medium.jpg,5.2,201+,8.9,201+,27.6,151+,8.4,201+,16.1,201+,65.1,118,22.1,201+,38.3,112
201-250,240,Universidad de Santander - UDES,Colombia,Bucaramanga,Latin America,n/a,https://www.topuniversities.com/universities/universidad-de-santander-udes,https://www.topuniversities.com/sites/default/files/universidad-de-santander-udes_592560cf2aeae70239af54e4_medium.jpg,82.1,51,8.8,201+,19.7,151+,35.7,180,3,201+,46.6,182,13.5,201+,20.9,151+
201-250,241,Universidad de Sonora,Mexico,Hermosillo,Latin America,n/a,https://www.topuniversities.com/universities/universidad-de-sonora,https://www.topuniversities.com/sites/default/files/universidad-de-sonora_592560cf2aeae70239af5139_medium.jpg,43.4,165,24.2,188,25.5,151+,13.7,201+,53.5,117,42.4,201+,13.9,201+,11.7,151+
201-250,242,Universidad de las Fuerzas Armadas ESPE (Ex - Escuela Politécnica del Ejército),Ecuador,Sangolquí,Latin America,n/a,https://www.topuniversities.com/universities/universidad-de-las-fuerzas-armadas-espe-ex-escuela-politecnica-del-ejercito,https://www.topuniversities.com/sites/default/files/universidad-de-las-fuerzas-armadas-espe-ex-escuela-politcnica-del-ejrcito_592560cf2aeae70239af565d_medium.jpg,7.2,201+,24.4,187,30.4,146,20.9,201+,11.4,201+,45.5,189,25.3,201+,35.7,123
201-250,243,Universidad del Atlántico,Colombia,Barranquilla,Latin America,n/a,https://www.topuniversities.com/universities/universidad-del-atlantico,https://www.topuniversities.com/sites/default/files/universidad-del-atlntico_592560cf2aeae70239af54e5_medium.jpg,89.2,31,13.1,201+,24.3,151+,8.9,201+,5.5,201+,53.3,155,22.3,201+,12.3,151+
201-250,244,Universidad del Cauca,Colombia,Popayan,Latin America,n/a,https://www.topuniversities.com/universities/universidad-del-cauca,https://www.topuniversities.com/sites/default/files/universidad-del-cauca_592560cf2aeae70239af514c_medium.jpg,17.9,201+,28.2,169,38.3,118,17.2,201+,10.3,201+,46.1,184,41,113,14,151+
201-250,245,Universidade Estadual de Feira de Santana,Brazil,Feira de Santana,Latin America,n/a,https://www.topuniversities.com/universities/universidade-estadual-de-feira-de-santana,https://www.topuniversities.com/sites/default/files/universidade-estadual-de-feira-de-santana_592560cf2aeae70239af58a4_medium.jpg,22.7,201+,32.3,149,8.7,151+,62.5,90,85.6,61,24.9,201+,18.7,201+,n/a,n/a
201-250,246,Universidade Estadual do Oeste do Paraná,Brazil,Foz do Iguaçu,Latin America,n/a,https://www.topuniversities.com/universities/universidade-estadual-do-oeste-do-parana,https://www.topuniversities.com/sites/default/files/universidade-estadual-do-oeste-do-paran_592560cf2aeae70239af5531_medium.jpg,46.3,156,35.9,134,11.4,151+,81.1,49,50.6,122,32.4,201+,30.7,168,2.5,151+
201-250,247,Universidade Federal do Maranhão,Brazil,São Luís,Latin America,n/a,https://www.topuniversities.com/universities/universidade-federal-do-maranhao,https://www.topuniversities.com/sites/default/files/universidade-federal-do-maranho_592560cf2aeae70239af554b_medium.jpg,19.2,201+,34.8,138,9.4,151+,26.2,201+,73.9,76,67.9,104,51.2,79,14.3,151+
201-250,248,Universidade Federal do Pampa (UNIPAMPA),Brazil,Bagé,Latin America,n/a,https://www.topuniversities.com/universities/universidade-federal-do-pampa-unipampa,https://www.topuniversities.com/sites/default/files/universidade-federal-do-pampa-unipampa_592560e09988f300e2320bfa_medium.jpg,28.8,201+,38.1,126,4.2,151+,43.4,145,92.4,48,40.9,201+,32.1,162,4.5,151+
201-250,249,Universidade Federal dos Vales do Jequitinhonha e Mucuri ,Brazil,Teófilo Otoni,Latin America,n/a,https://www.topuniversities.com/universities/universidade-federal-dos-vales-do-jequitinhonha-e-mucuri,https://www.topuniversities.com/sites/default/files/universidade-federal-dos-vales-do-jequitinhonha-e-mucuri-_592560cf2aeae70239af554e_medium.jpg,29.5,201+,48.2,105,1.9,151+,61.4,93,84.8,64,33.6,201+,30.4,169,7.7,151+
201-250,250,Universidade de Fortaleza (University of Fortaleza),Brazil,Fortaleza,Latin America,n/a,https://www.topuniversities.com/universities/universidade-de-fortaleza-university-fortaleza,https://www.topuniversities.com/sites/default/files/universidade-de-fortaleza-university-of-fortaleza_592560e09988f300e2320ae6_medium.jpg,99.4,11,33.8,143,5.6,151+,15.8,201+,48.7,129,35.5,201+,36.1,135,6.7,151+
201-250,251,Universidade de Santa Cruz do Sul,Brazil,Santa Cruz do Sul,Latin America,n/a,https://www.topuniversities.com/universities/universidade-de-santa-cruz-do-sul,https://www.topuniversities.com/sites/default/files/universidade-de-santa-cruz-do-sul_592560cf2aeae70239af551f_medium.jpg,83.8,44,23.6,190,5.5,151+,16.8,201+,66.2,93,19.3,201+,42.1,108,10.6,151+
251-300,252,Escuela Colombiana de Ingeniería Julio Garavito ,Colombia,Bogotá,Latin America,n/a,https://www.topuniversities.com/universities/escuela-colombiana-de-ingenieria-julio-garavito,https://www.topuniversities.com/sites/default/files/escuela-colombiana-de-ingeniera-julio-garavito-_592560cf2aeae70239af547d_medium.jpg,49.3,147,6.4,201+,11.5,151+,46.4,128,4.1,201+,33,201+,11.7,201+,23.9,151+
251-300,253,Federal University of Tocantins,Brazil,Palmas,Latin America,n/a,https://www.topuniversities.com/universities/federal-university-tocantins,,17.3,201+,23.4,191,1.2,151+,82.4,46,95.4,36,17,201+,n/a,n/a,n/a,n/a
251-300,254,Fundação Universidade Federal do Vale do São Francisco ,Brazil,Petrolina,Latin America,n/a,https://www.topuniversities.com/universities/fundacao-universidade-federal-do-vale-do-sao-francisco,https://www.topuniversities.com/sites/default/files/fundao-universidade-federal-do-vale-do-so-francisco-_592560cf2aeae70239af5481_medium.jpg,12.9,201+,35.1,136,6.1,151+,64.7,81,68.5,84,29.6,201+,15.9,201+,8.9,151+
251-300,255,National University of the Patagonia San Juan Bosco,Argentina,Comodoro Rivadavia,Latin America,n/a,https://www.topuniversities.com/universities/national-university-patagonia-san-juan-bosco,https://www.topuniversities.com/sites/default/files/national-university-of-the-patagonia-san-juan-bosco_592560df9988f300e23208d0_medium.jpg,30.1,201+,8.2,201+,16.8,151+,77.7,54,n/a,n/a,27.5,201+,22.9,201+,6.9,151+
251-300,256,St. George's University,Grenada,True Blue,Latin America,n/a,https://www.topuniversities.com/universities/st-georges-university,https://www.topuniversities.com/sites/default/files/newman-university-college_2100_large.jpg,44.1,162,5.7,201+,7.4,151+,100,2,n/a,n/a,11.3,201+,40.4,117,12.7,151+
251-300,257,Universidad Antonio Narino ,Colombia,Bogotá,Latin America,n/a,https://www.topuniversities.com/universities/universidad-antonio-narino,https://www.topuniversities.com/sites/default/files/universidad-antonio-narino-_592560cf2aeae70239af5151_medium.jpg,51.9,132,9.8,201+,18.4,151+,36.2,176,10.8,201+,41,201+,14.7,201+,8.3,151+
251-300,258,Universidad Arturo Prat ,Chile,Iquique,Latin America,n/a,https://www.topuniversities.com/universities/universidad-arturo-prat,https://www.topuniversities.com/sites/default/files/universidad-arturo-prat-_592560cf2aeae70239af512e_medium.jpg,38,180,34.5,140,7.9,151+,16.6,201+,17,201+,67.1,108,17.6,201+,8.5,151+
251-300,259,Universidad Autónoma de Aguascalientes (UAA),Mexico,Aguascalientes,Latin America,n/a,https://www.topuniversities.com/universities/universidad-autonoma-de-aguascalientes-uaa,https://www.topuniversities.com/sites/default/files/universidad-autnoma-de-aguascalientes-uaa_592560cf2aeae70239af5496_medium.jpg,10.8,201+,9.6,201+,20.1,151+,60.1,97,11.1,201+,44.7,193,27.8,181,9.4,151+
251-300,260,Universidad Autónoma de Bucaramanga - UNAB,Colombia,Bucaramanga,Latin America,n/a,https://www.topuniversities.com/universities/universidad-autonoma-de-bucaramanga-unab,https://www.topuniversities.com/sites/default/files/universidad-autnoma-de-bucaramanga_592560cf2aeae70239af514e_medium.jpg,5.9,201+,14.8,201+,25.7,151+,45.6,131,7.5,201+,25.8,201+,24.5,201+,31.5,138
251-300,261,Universidad Autónoma de Campeche (UACAM),Mexico,Campeche,Latin America,n/a,https://www.topuniversities.com/universities/universidad-autonoma-de-campeche-uacam,https://www.topuniversities.com/sites/default/files/universidad-autnoma-de-campeche-uac_592560cf2aeae70239af5498_medium.jpg,29.3,201+,10.7,201+,11.3,151+,56.9,105,13.7,201+,44.6,194,17.2,201+,11.9,151+
251-300,262,Universidad Autónoma de Chihuahua (UACH),Mexico,Chihuahua,Latin America,n/a,https://www.topuniversities.com/universities/universidad-autonoma-de-chihuahua-uach,https://www.topuniversities.com/sites/default/files/universidad-autnoma-de-chihuahua-uach_592560cf2aeae70239af549b_medium.jpg,51.4,136,7.9,201+,17.3,151+,63.5,86,12.2,201+,33.5,201+,15.7,201+,3,151+
251-300,263,Universidad Autónoma de Ciudad Juà¡rez (UACJ),Mexico,Ciudad Juárez,Latin America,n/a,https://www.topuniversities.com/universities/universidad-autonoma-de-ciudad-juarez-uacj,https://www.topuniversities.com/sites/default/files/universidad-autnoma-de-ciudad-jurez-uacj_592560cf2aeae70239af549e_medium.jpg,48.6,151,7.9,201+,16.2,151+,40.1,160,20.7,201+,39.9,201+,33.3,153,n/a,n/a
251-300,264,Universidad Autónoma de Zacatecas (UAZ),Mexico,Zacatecas,Latin America,n/a,https://www.topuniversities.com/universities/universidad-autonoma-de-zacatecas-uaz,https://www.topuniversities.com/sites/default/files/universidad-autnoma-de-zacatecas-uaz_592560cf2aeae70239af54aa_medium.jpg,32.1,201+,13.3,201+,13.5,151+,23.9,201+,32.7,175,37.8,201+,26.3,=198,11.2,151+
251-300,265,Universidad Autónoma del Caribe,Colombia,Barranquilla,Latin America,n/a,https://www.topuniversities.com/universities/universidad-autonoma-del-caribe,https://www.topuniversities.com/sites/default/files/universidad-autnoma-del-caribe_592560cf2aeae70239af5939_medium.jpg,87.1,36,8,201+,6.3,151+,62.4,91,8.1,201+,20.6,201+,11.7,201+,8.7,151+
251-300,266,Universidad CES,Colombia,Medellín,Latin America,n/a,https://www.topuniversities.com/universities/universidad-ces,https://www.topuniversities.com/sites/default/files/universidad-ces_592560cf2aeae70239af5602_medium.jpg,6.5,201+,17.5,201+,15.4,151+,64.2,82,6.4,201+,42.2,201+,23.9,201+,13.1,151+
251-300,267,"Universidad Católica ""Nuestra Señora de la Asunción""",Paraguay,Asunción,Latin America,n/a,https://www.topuniversities.com/universities/universidad-catolica-nuestra-senora-de-la-asuncion,https://www.topuniversities.com/sites/default/files/universidad-catlica-nuestra-seora-de-la-asuncin_592560cf2aeae70239af54bd_medium.jpg,15.8,201+,1.9,201+,14,151+,68.5,72,n/a,n/a,22.4,201+,4.8,201+,26.2,151+
251-300,268,Universidad Católica de Colombia ,Colombia,Bogotá,Latin America,n/a,https://www.topuniversities.com/universities/universidad-catolica-de-colombia,https://www.topuniversities.com/sites/default/files/universidad-catlica-de-colombia-_592560cf2aeae70239af54b3_medium.jpg,5.7,201+,29,164,34.4,134,15.4,201+,12.4,201+,24.7,201+,15.7,201+,25.4,151+
251-300,269,Universidad ESAN,Peru,Surco,Latin America,n/a,https://www.topuniversities.com/universities/universidad-esan,https://www.topuniversities.com/sites/default/files/universidad-esan_59804a8dacb2954ac47ed1f2_medium.jpg,17.5,201+,15.2,201+,14.6,151+,19.3,201+,19.2,201+,11.5,201+,1,201+,44.3,100
251-300,270,Universidad Ean,Colombia,Bogotá,Latin America,n/a,https://www.topuniversities.com/universities/universidad-ean,https://www.topuniversities.com/sites/default/files/241113090414pm279246LogoEAN2-90x90.jpg,35.3,198,16.3,201+,25.2,151+,7.5,201+,9.7,201+,23.1,201+,15.1,201+,27.9,149
251-300,271,Universidad Ecotec,Ecuador,Samborondón,Latin America,n/a,https://www.topuniversities.com/universities/universidad-ecotec,https://www.topuniversities.com/sites/default/files/221109053147pm992564LOGO-ECOTEC-90x90.jpg,48.7,149,13.5,201+,14,151+,17.6,201+,5.6,201+,34,201+,10.3,201+,20.1,151+
251-300,272,Universidad Internacional del Ecuador UIDE,Ecuador,Quito,Latin America,n/a,https://www.topuniversities.com/universities/universidad-internacional-del-ecuador-uide,https://www.topuniversities.com/sites/default/files/230320095416pm692250UIDE-lf-90x90.jpg,28.7,201+,15.2,201+,22.7,151+,17.1,201+,4.3,201+,33.8,201+,13.3,201+,18.2,151+
251-300,273,Universidad Nacional de Salta,Argentina,Salta,Latin America,n/a,https://www.topuniversities.com/universities/universidad-nacional-de-salta,https://www.topuniversities.com/sites/default/files/universidad-nacional-de-salta_592560df9988f300e23209ca_medium.jpg,37.1,186,8.3,201+,19.3,151+,15.3,201+,n/a,n/a,51.1,166,26.8,193,13.5,151+
251-300,274,Universidad Nacional de San Agustín de Arequipa,Peru,Arequipa,Latin America,n/a,https://www.topuniversities.com/universities/universidad-nacional-de-san-agustin-de-arequipa,https://www.topuniversities.com/sites/default/files/universidad-nacional-de-san-agustn-de-arequipa_592560cf2aeae70239af5505_medium.jpg,7.5,201+,52.4,95,30.5,145,4.3,201+,3.9,201+,42.4,201+,15.6,201+,25.4,151+
251-300,275,Universidad Nacional de San Juan,Argentina,San Juan,Latin America,n/a,https://www.topuniversities.com/universities/universidad-nacional-de-san-juan,https://www.topuniversities.com/sites/default/files/universidad-nacional-de-san-juan_592560df9988f300e23209c4_medium.jpg,13.8,201+,7.2,201+,22.8,151+,77.6,55,n/a,n/a,44.4,195,25.3,201+,8,151+
251-300,276,Universidad Nacional de Trujillo,Peru,Trujillo,Latin America,n/a,https://www.topuniversities.com/universities/universidad-nacional-de-trujillo,https://www.topuniversities.com/sites/default/files/universidad-nacional-de-trujillo_592560cf2aeae70239af5506_medium.jpg,2.7,201+,8,201+,26.7,151+,25.1,201+,39.5,148,51,167,25.3,201+,9.4,151+
251-300,277,Universidad Nacional de la Pampa,Argentina,Santa Rosa,Latin America,n/a,https://www.topuniversities.com/universities/universidad-nacional-de-la-pampa,https://www.topuniversities.com/sites/default/files/universidad-nacional-de-la-pampa_592560df9988f300e23209cd_medium.jpg,10.6,201+,10.3,201+,14.3,151+,66.6,77,n/a,n/a,44.3,196,17.2,201+,12.1,151+
251-300,278,Universidad Ricardo Palma ,Peru,Lima,Latin America,n/a,https://www.topuniversities.com/universities/universidad-ricardo-palma,https://www.topuniversities.com/sites/default/files/universidad-ricardo-palma-_592560cf2aeae70239af515a_medium.jpg,2.2,201+,9.7,201+,21,151+,29.1,201+,30.1,187,23.4,201+,26.3,=198,22.7,151+
251-300,279,Universidad Santiago De Cali ,Colombia,Cali,Latin America,n/a,https://www.topuniversities.com/universities/universidad-santiago-de-cali,https://www.topuniversities.com/sites/default/files/universidad-santiago-de-cali-_592560cf2aeae70239af5513_medium.jpg,61,95,11.7,201+,14,151+,15,201+,5.1,201+,36.2,201+,17.8,201+,17.6,151+
251-300,280,Universidad Santo Tomás - Chile,Chile,Santiago,Latin America,n/a,https://www.topuniversities.com/universities/universidad-santo-tomas-chile,https://www.topuniversities.com/sites/default/files/universidad-santo-toms-chile_592560df9988f300e23209e7_medium.jpg,44.6,160,16,201+,15.6,151+,17,201+,5.9,201+,66.4,110,8.3,201+,18.2,151+
251-300,281,Universidad Santo Tomás - Colombia,Colombia,Bogotá,Latin America,n/a,https://www.topuniversities.com/universities/universidad-santo-tomas-colombia,https://www.topuniversities.com/sites/default/files/universidad-santo-toms-colombia_592560cf2aeae70239af5516_medium.jpg,7.7,201+,9.4,201+,28.6,151+,21,201+,4.3,201+,24.3,201+,14.4,201+,31.8,137
251-300,282,Universidad Tecnológica de Bolívar,Colombia,Cartagena,Latin America,n/a,https://www.topuniversities.com/universities/universidad-tecnologica-de-bolivar,https://www.topuniversities.com/sites/default/files/universidad-tecnolgica-de-bolvar_592560cf2aeae70239af5377_medium.jpg,22,201+,85.9,40,14.3,151+,8.4,201+,21.3,201+,29.2,201+,8.6,201+,21.3,151+
251-300,283,Universidad Tecnológica de México (UNITEC),Mexico,Mexico City,Latin America,n/a,https://www.topuniversities.com/universities/universidad-tecnologica-de-mexico-unitec,https://www.topuniversities.com/sites/default/files/universidad-tecnolgica-de-mxico-unitec_2707_medium.jpg,55.6,114,1.5,201+,20.1,151+,8.8,201+,3.1,201+,7.1,201+,12.6,201+,43.2,100
251-300,284,Universidad de Atacama,Chile,Copiapo,Latin America,n/a,https://www.topuniversities.com/universities/universidad-de-atacama,https://www.topuniversities.com/sites/default/files/universidad-de-atacama_592560cf2aeae70239af5134_medium.jpg,65.9,78,81.5,46,7.9,151+,5.2,201+,16.3,201+,65.5,113,18.2,201+,9.1,151+
251-300,285,Universidad de Caldas ,Colombia,Manizales,Latin America,n/a,https://www.topuniversities.com/universities/universidad-de-caldas,https://www.topuniversities.com/sites/default/files/universidad-de-caldas-_592560cf2aeae70239af54c4_medium.jpg,6.4,201+,27.8,170,26.1,151+,26.9,201+,8.7,201+,33.6,201+,35,142,13.6,151+
251-300,286,Universidad de Ciencias Empresariales y Sociales (UCES),Argentina,Buenos Aires,Latin America,n/a,https://www.topuniversities.com/universities/universidad-de-ciencias-empresariales-y-sociales-uces,https://www.topuniversities.com/sites/default/files/universidad-de-ciencias-empresariales-y-sociales-uces_592560cf2aeae70239af54c7_medium.jpg,n/a,n/a,1.1,201+,12,151+,82.9,45,14.1,201+,n/a,n/a,45,99,29.3,146
251-300,287,Universidad de Colima,Mexico,Colima,Latin America,n/a,https://www.topuniversities.com/universities/universidad-de-colima,https://www.topuniversities.com/sites/default/files/universidad-de-colima_592560cf2aeae70239af54c9_medium.jpg,37.2,184,18.9,201+,20.1,151+,13,201+,40.1,146,38.9,201+,33.9,150,10.7,151+
251-300,288,Universidad de Las Américas,Chile,Santiago,Latin America,n/a,https://www.topuniversities.com/universities/universidad-de-las-americas-chile-udla,https://www.topuniversities.com/sites/default/files/universidad-de-las-amricas-chile-udla_592560e09988f300e2320bbd_medium.jpg,15.8,201+,9.7,201+,26.2,151+,21.1,201+,10.4,201+,46.9,179,17.9,201+,25.5,151+
251-300,289,Universidad de Quintana Roo,Mexico,Quintana Roo,Latin America,n/a,https://www.topuniversities.com/universities/universidad-de-quintana-roo,https://www.topuniversities.com/sites/default/files/universidad-de-quintana-roo_592560cf2aeae70239af5153_medium.jpg,52.7,126,5.6,201+,9.1,151+,90,35,8.6,201+,2.8,201+,13.5,201+,5.5,151+
251-300,290,Universidad del Salvador,Argentina,Buenos Aires,Latin America,n/a,https://www.topuniversities.com/universities/universidad-del-salvador,https://www.topuniversities.com/sites/default/files/universidad-del-salvador_592560cf2aeae70239af511d_medium.jpg,2.9,201+,4.3,201+,22.2,151+,50,120,16.4,201+,5.5,201+,20.8,201+,42.1,101
251-300,291,Universidad del Tolima,Colombia,Ibagué,Latin America,n/a,https://www.topuniversities.com/universities/universidad-del-tolima,https://www.topuniversities.com/sites/default/files/universidad-del-tolima_592560cf2aeae70239af54ef_medium.jpg,21.1,201+,11.1,201+,14.6,151+,82.1,47,3.5,201+,24.7,201+,23,201+,10.9,151+
251-300,292,Universidade Católica Dom Bosco,Brazil,Campo Grande,Latin America,n/a,https://www.topuniversities.com/universities/universidade-catolica-dom-bosco,https://www.topuniversities.com/sites/default/files/universidade-catlica-dom-bosco_592560cf2aeae70239af536b_medium.jpg,100,5,87.7,36,5.5,151+,7.3,201+,27,199,28.5,201+,12.6,201+,5.4,151+
251-300,293,Universidade Estadual do Rio Grande do Sul ,Brazil,Bagé,Latin America,n/a,https://www.topuniversities.com/universities/universidade-estadual-do-rio-grande-do-sul,https://www.topuniversities.com/sites/default/files/universidade-estadual-do-rio-grande-do-sul-_592560cf2aeae70239af5535_medium.jpg,13.5,201+,21,201+,10.9,151+,27.3,201+,96.7,24,13.2,201+,13.7,201+,8.7,151+
251-300,294,Universidade Federal de Roraima,Brazil,Boa Vista,Latin America,n/a,https://www.topuniversities.com/universities/universidade-federal-de-roraima,https://www.topuniversities.com/sites/default/files/universidade-federal-de-roraima_592560cf2aeae70239af5630_medium.jpg,16.1,201+,15.6,201+,2.3,151+,72.4,64,56.7,111,18.4,201+,40.3,119,7.9,151+
251-300,295,Universidade Federal do Acre,Brazil,Rio Branco,Latin America,n/a,https://www.topuniversities.com/universities/universidade-federal-do-acre,https://www.topuniversities.com/sites/default/files/universidade-federal-do-acre_592560cf2aeae70239af5545_medium.jpg,9.7,201+,19.7,201+,5.6,151+,55.6,107,44.2,135,47.3,176,39.1,124,3.6,151+
251-300,296,Universidade Federal do Triângulo Mineiro,Brazil,Uberaba,Latin America,n/a,https://www.topuniversities.com/universities/universidade-federal-do-triangulo-mineiro,https://www.topuniversities.com/sites/default/files/universidade-federal-do-tringulo-mineiro_592560cf2aeae70239af5550_medium.jpg,18,201+,51.2,98,1,151+,46.1,129,96.7,25,15.9,201+,12.3,201+,3.6,151+
251-300,297,Universidade Feevale,Brazil,Novo Hamburgo,Latin America,n/a,https://www.topuniversities.com/universities/universidade-feevale,,79.7,55,25.7,180,1.5,151+,24.9,201+,64.3,96,15.9,201+,24.4,201+,n/a,n/a
251-300,298,Universidade Tiradentes,Brazil,Aracaju,Latin America,n/a,https://www.topuniversities.com/universities/universidade-tiradentes,,99.9,8,31.4,155,2,151+,15,201+,33.9,171,44.1,197,n/a,n/a,n/a,n/a
251-300,299,Universidade de Caxias do Sul ,Brazil,Caxias do Sul,Latin America,n/a,https://www.topuniversities.com/universities/universidade-de-caxias-do-sul,https://www.topuniversities.com/sites/default/files/universidade-de-caxias-do-sul-_592560cf2aeae70239af551d_medium.jpg,93,23,40.7,120,5.6,151+,13.5,201+,21.5,201+,38.5,201+,41.6,112,5.3,151+
251-300,300,Universidade de Pernambuco,Brazil,Recife,Latin America,n/a,https://www.topuniversities.com/universities/universidade-de-pernambuco,https://www.topuniversities.com/sites/default/files/220906021040pm503232upe-universidade-de-pernambuco-logo-22AD28A03D-seeklogo.com-90x90.jpg,25,201+,17.4,201+,10.8,151+,99,14,n/a,n/a,51.5,164,28.9,178,5.3,151+
251-300,301,Universidade do Estado da Bahia ,Brazil,Salvador,Latin America,n/a,https://www.topuniversities.com/universities/universidade-do-estado-da-bahia,https://www.topuniversities.com/sites/default/files/universidade-do-estado-da-bahia-_592560cf2aeae70239af5524_medium.jpg,8.2,201+,7,201+,9.6,151+,65.1,80,34.7,168,23.9,201+,26.4,196,13.4,151+
251-300,302,Universidade do Vale do Taquari Univates,Brazil,Lajeado,Latin America,n/a,https://www.topuniversities.com/universities/universidade-do-vale-do-taquari-univates,,58.5,105,33.2,146,1.5,151+,43.5,142,60.5,100,17.9,201+,n/a,n/a,n/a,n/a
301-350,303,Anton de Kom Universitiet van Suriname,Suriname,Paramaribo,Latin America,n/a,https://www.topuniversities.com/universities/anton-de-kom-universitiet-van-suriname,,91.2,28,12.5,201+,7.1,151+,36.2,175,n/a,n/a,15.8,201+,6.6,201+,10.8,151+
301-350,304,"CETYS Universidad, Mexico",Mexico,Mexicali,Latin America,n/a,https://www.topuniversities.com/universities/cetys-universidad-mexico,https://www.topuniversities.com/sites/default/files/cetys-universidad-mexico_592560df9988f300e2320980_medium.jpg,13.6,201+,8.7,201+,11,151+,19.9,201+,69.4,81,3.3,201+,19.6,201+,14.4,151+
301-350,305,Centro Universitario de Araraquara,Brazil,Araraquara,Latin America,n/a,https://www.topuniversities.com/universities/centro-universitario-de-araraquara,,100,1,7,201+,3.3,151+,25.2,201+,53.5,118,n/a,n/a,8.4,201+,n/a,n/a
301-350,306,Escuela Superior Politecnica de Chimborazo (ESPOCH),Ecuador,Riobamba,Latin America,n/a,https://www.topuniversities.com/universities/escuela-superior-politecnica-de-chimborazo-espoch,https://www.topuniversities.com/sites/default/files/220222012310pm950778logo-ESPOCH-90x90.jpg,7.6,201+,9,201+,15.6,151+,22,201+,6.3,201+,48,174,18.1,201+,16.9,151+
301-350,307,FURB Universidade Regional de Blumenau,Brazil,Blumenau,Latin America,n/a,https://www.topuniversities.com/universities/furb-universidade-regional-de-blumenau,https://www.topuniversities.com/sites/default/files/universidade-regional-de-blumenau_592560cf2aeae70239af5554_medium.jpg,33.4,201+,21.4,200,2.7,151+,23.1,201+,34.2,169,31.6,201+,30.3,170,7.1,151+
301-350,308,"Instituto Federal de Educação, Ciência e Tecnologia de Santa Catarina",Brazil,Florianópolis,Latin America,n/a,https://www.topuniversities.com/universities/instituto-federal-de-educacao-ciencia-e-tecnologia-de-santa-catarina,https://www.topuniversities.com/sites/default/files/newman-university-college_2100_large.jpg,1.5,201+,2.4,201+,1.4,151+,99.1,12,66.7,90,3.8,201+,n/a,n/a,n/a,n/a
301-350,309,Instituto Tecnológico de Sonora (ITSON),Mexico,Ciudad Obregón,Latin America,n/a,https://www.topuniversities.com/universities/instituto-tecnologico-de-sonora-itson,https://www.topuniversities.com/sites/default/files/instituto-tecnolgico-de-sonora-itson_592560cf2aeae70239af513e_medium.jpg,68.1,72,13.4,201+,12.6,151+,13.8,201+,13.7,201+,24.3,201+,11.5,201+,12,151+
301-350,310,Nove de Julho University - UNINOVE,Brazil,São Paulo,Latin America,n/a,https://www.topuniversities.com/universities/nove-de-julho-university-uninove,https://www.topuniversities.com/sites/default/files/universidade-nove-de-julho-uninove_592560cf2aeae70239af5ac7_medium.jpg,48.4,152,4.3,201+,1.8,151+,7.8,201+,23.6,201+,25.5,201+,29.5,175,31.9,136
301-350,311,UNNOBA,Argentina,Junín,Latin America,n/a,https://www.topuniversities.com/universities/unnoba,https://www.topuniversities.com/sites/default/files/unnoba_59b12275ca24f36e665f24d3_medium.jpg,4.6,201+,7.4,201+,20.5,151+,12.7,201+,9.5,201+,18.1,201+,10.8,201+,27.8,151+
301-350,312,Universidad Abierta Interamericana,Argentina,Buenos Aires,Latin America,n/a,https://www.topuniversities.com/universities/universidad-abierta-interamericana,https://www.topuniversities.com/sites/default/files/universidad-abierta-interamericana_592560cf2aeae70239af5490_medium.jpg,2.3,201+,2.3,201+,11.8,151+,81.9,48,9.2,201+,8.6,201+,16,201+,25.7,151+
