rank_raw,rank,name,country,overall_score,teaching_score,research_env_score,research_quality_score,industry_score,international_score,url,street_address,locality,region,postal_code,country_address
801–1000,801,Lviv Polytechnic National University,Ukraine,28.7,20.2,15.5,29.1,26.9,26.7,https://www.timeshighereducation.com/world-university-rankings/lviv-polytechnic-national-university,12 Stepana Bandera Street,Lviv,Lviv Oblast,79013,Ukraine
801–1000,801,Makerere University,Uganda,28.7,16.1,18.2,41.3,18.2,58.0,https://www.timeshighereducation.com/world-university-rankings/makerere-university,P.O.Box 7062 Kampala University Rd,Kampala,Kampala Region,,Uganda
801–1000,801,Manipal University Jaipur,India,28.7,18.6,10.1,47.2,33.0,31.5,https://www.timeshighereducation.com/world-university-rankings/manipal-university-jaipur,Dehmi Kalan Off Jaipur-Ajmer Expressway,Jaipur,RJ,303007,India
801–1000,801,Marie and Louis Pasteur University,France,28.7,10.0,14.0,44.2,44.9,57.0,https://www.timeshighereducation.com/world-university-rankings/marie-and-louis-pasteur-university,1 Rue Claude Goudimel,Besancon,Bourgogne Franche Comte,25000,France
801–1000,801,Marmara University,Turkey,28.7,21.9,11.5,32.0,30.4,28.7,https://www.timeshighereducation.com/world-university-rankings/marmara-university,Göztepe Kampüsü Kadiköy,,Istanbul,34722,Turkey
801–1000,801,Mendel University in Brno,Czechia,28.7,17.3,23.0,29.8,22.9,45.3,https://www.timeshighereducation.com/world-university-rankings/mendel-university-brno,Zemedelska 1665/1,,Brno,613 00,Czechia
801–1000,801,Miguel Hernández University of Elche,Spain,28.7,17.0,11.5,28.7,46.5,38.1,https://www.timeshighereducation.com/world-university-rankings/miguel-hernandez-university-elche,Avda. de la Universidad s/n,Elche,A,03202,Spain
801–1000,801,Ming Chuan University,Taiwan,28.7,14.1,15.2,42.9,38.0,40.3,https://www.timeshighereducation.com/world-university-rankings/ming-chuan-university,"['No. 250', 'Section 5 Zhongshan North Road']",Taipei City,Taipei,111,Taiwan
801–1000,801,Mohammed V University of Rabat,Morocco,28.7,17.5,13.5,40.1,58.3,24.6,https://www.timeshighereducation.com/world-university-rankings/mohammed-v-university-rabat,Avenue des Nations Unies Agdal,Rabat,Rabat Sale Kenitra Region,1000,Morocco
801–1000,801,Montana State University,United States,28.7,12.4,12.0,45.1,31.1,32.9,https://www.timeshighereducation.com/world-university-rankings/montana-state-university,Strand Union Building 183 PO Box 172260,Bozeman,Montana,59717-2260,United States
801–1000,801,Nanjing Tech University,China,28.7,13.0,10.8,51.5,83.3,33.1,https://www.timeshighereducation.com/world-university-rankings/nanjing-tech-university,"['No. 30', 'Puzhu South Road Jiangbei New District']",Nanjing,Jiangsu,211816,China
801–1000,801,National Autonomous University of Mexico,Mexico,28.7,24.5,21.6,24.9,47.5,43.9,https://www.timeshighereducation.com/world-university-rankings/national-autonomous-university-mexico,Ciudad Universitaria,,Mexico City,04510,Mexico
801–1000,801,National Chung Cheng University,Taiwan,28.7,13.3,17.4,24.4,65.1,39.2,https://www.timeshighereducation.com/world-university-rankings/national-chung-cheng-university,No.168 Sec. 1 University Rd,Min-Hsiung Township,Chia-yi County,621,Taiwan
801–1000,801,National Chung Hsing University,Taiwan,28.7,13.8,15.2,41.3,70.2,45.5,https://www.timeshighereducation.com/world-university-rankings/national-chung-hsing-university,145 Xingda Road South District,Taichung City,Taichung,402202,Taiwan
801–1000,801,National Dong Hwa University,Taiwan,28.7,13.9,19.9,33.0,31.4,55.1,https://www.timeshighereducation.com/world-university-rankings/national-dong-hwa-university,"['No 1', 'Section 2', 'Da Hueh Road']",Shoufeng,Hualien,974301,Taiwan
801–1000,801,National Kaohsiung University of Science and Technology,Taiwan,28.7,11.3,12.7,51.7,51.3,31.1,https://www.timeshighereducation.com/world-university-rankings/national-kaohsiung-university-science-and-technology,"['No. 415', 'Jiangong Road Sanmin District']",Kaohsiung City,Kaohsiung,807618,Taiwan
801–1000,801,National Technical University of Ukraine – Igor Sikorsky Kyiv Polytechnic Institute,Ukraine,28.7,17.7,15.1,33.8,29.7,21.1,https://www.timeshighereducation.com/world-university-rankings/national-technical-university-ukraine-igor-sikorsky-kyiv-polytechnic,37 Prospect Peremogy Main First Academic Building,Kiev,Kiev,03056,Ukraine
801–1000,801,National University of Colombia,Colombia,28.7,13.0,13.4,38.7,39.7,33.3,https://www.timeshighereducation.com/world-university-rankings/national-university-colombia,Carrera 45 No 26-85 Edificio Uriel Gutierrez,Bogota,Cundinamarca,,Colombia
801–1000,801,National University of Distance Education (UNED),Spain,28.7,11.9,11.2,39.1,47.1,29.0,https://www.timeshighereducation.com/world-university-rankings/national-university-distance-education-uned,Calle de Bravo Murillo 38,,M,28015,Spain
801–1000,801,New Mexico State University (Main campus),United States,28.7,17.4,16.5,34.5,54.9,39.6,https://www.timeshighereducation.com/world-university-rankings/new-mexico-state-university-main-campus,PO Box 30001,Las Cruces,New Mexico,88003,United States
801–1000,801,Nicolaus Copernicus University in Toruń,Poland,28.7,13.0,18.0,41.8,41.1,33.9,https://www.timeshighereducation.com/world-university-rankings/nicolaus-copernicus-university-torun,ul. Gagarina 11,Torun,Kuyavian-Pomeranian Voivodeshi,87-100,Poland
801–1000,801,Northwest University (China),China,28.7,18.6,8.8,54.2,42.0,26.9,https://www.timeshighereducation.com/world-university-rankings/northwest-university-china,229 North Taibai Road,Xian,Shaanxi,710069,China
801–1000,801,Nova Southeastern University,United States,28.7,14.7,13.3,36.0,43.7,43.6,https://www.timeshighereducation.com/world-university-rankings/nova-southeastern-university,3300 South University Drive,Fort Lauderdale,Florida,33328-2004,United States
801–1000,801,Ohio University (Main campus),United States,28.7,19.5,15.1,37.2,35.1,31.3,https://www.timeshighereducation.com/world-university-rankings/ohio-university-main-campus,1 Ohio University,Athens,Ohio,45701,United States
801–1000,801,Open University of Catalonia,Spain,28.7,12.0,12.3,55.3,32.3,45.1,https://www.timeshighereducation.com/world-university-rankings/open-university-catalonia,"['Rambla del Poblenou', '156']",Barcelona,B,08018,Spain
801–1000,801,Örebro University,Sweden,28.7,13.2,17.6,45.2,26.4,40.8,https://www.timeshighereducation.com/world-university-rankings/orebro-university,Fakultetsgatan 1,Orebro,Orebro,SE 70182,Sweden
801–1000,801,Pablo de Olavide University,Spain,28.7,16.8,11.9,45.7,23.2,37.9,https://www.timeshighereducation.com/world-university-rankings/pablo-de-olavide-university,"['Ctra. de Utrera', '1']",Andalusia,Seville,41013,Spain
801–1000,801,Paris Nanterre University,France,28.7,15.9,13.1,31.6,58.3,56.4,https://www.timeshighereducation.com/world-university-rankings/paris-nanterre-university,200 Avenue Republique,Nanterre,Ile de France,92001,France
801–1000,801,Polytechnic Institute of Porto,Portugal,28.7,10.9,11.6,46.7,33.6,28.1,https://www.timeshighereducation.com/world-university-rankings/polytechnic-institute-porto,Rua Doctor Roberto Frias 712,Porto,Porto,4200-465,Portugal
801–1000,801,Pondicherry University,India,28.7,22.5,11.2,46.4,42.1,21.1,https://www.timeshighereducation.com/world-university-rankings/pondicherry-university,Chinna Kalapet,Puducherry,Puducherry District,605014,India
801–1000,801,Pontifical Catholic University of Peru,Peru,28.7,20.6,10.7,40.7,29.9,45.6,https://www.timeshighereducation.com/world-university-rankings/pontifical-catholic-university-peru,1801 Universitaria Avenue,San Miguel,Lima,15088,Peru
801–1000,801,Pontifical Catholic University of Rio Grande do Sul (PUCRS),Brazil,28.7,20.5,13.3,34.4,31.4,32.7,https://www.timeshighereducation.com/world-university-rankings/pontifical-catholic-university-rio-grande-do-sul-pucrs,Avenida Ipiranga 6681 Partenon,Porto Alegre,Rio Grande do Sul,90619-900,Brazil
801–1000,801,Pontifícia Universidade Católica do Paraná,Brazil,28.7,15.5,12.3,47.6,67.2,27.9,https://www.timeshighereducation.com/world-university-rankings/pontificia-universidade-catolica-do-parana,Rua Imaculada Conceicao 1155,Curitiba,Paraná,80215-901,Brazil
801–1000,801,Pontificia Universidad Javeriana,Colombia,28.7,17.7,12.5,30.7,17.2,41.4,https://www.timeshighereducation.com/world-university-rankings/pontificia-universidad-javeriana,Carrera 7 No. 40 - 62,Bogota,Distrito Capital,,Colombia
801–1000,801,Poznan University of Technology,Poland,28.7,18.6,11.6,41.6,51.1,44.9,https://www.timeshighereducation.com/world-university-rankings/poznan-university-technology,Jacka Rychlewskiego 1,Poznan,Poznan,61-131,Poland
801–1000,801,Prince of Songkla University,Thailand,28.7,14.1,10.7,50.1,44.7,51.8,https://www.timeshighereducation.com/world-university-rankings/prince-songkla-university,15 Karnjanavanich Road Hat Yai,Songkhla,90,90110,Thailand
801–1000,801,Public University of Navarre,Spain,28.7,16.5,10.3,40.8,52.0,36.3,https://www.timeshighereducation.com/world-university-rankings/public-university-navarre,Campus of Arrosadia,Pamplona,NA,31006,Spain
801–1000,801,Ritsumeikan University,Japan,28.7,13.8,11.0,34.6,36.2,44.2,https://www.timeshighereducation.com/world-university-rankings/ritsumeikan-university,1 Nishinokyo-Suzaku-cho Nakagyo-ku,,26,604-8520,Japan
801–1000,801,Russian Presidential Academy of National Economy and Public Administration,Russian Federation,28.7,21.7,21.0,24.8,30.2,23.8,https://www.timeshighereducation.com/world-university-rankings/russian-presidential-academy-national-economy-and-public-administration,"['Prospect Vernadskogo', '82']",,Moscow,119571,Russian Federation
801–1000,801,Sakarya University,Turkey,28.7,20.2,11.6,53.2,22.3,36.3,https://www.timeshighereducation.com/world-university-rankings/sakarya-university,Serdivan,Sakarya,Sakarya Province,54187,Turkey
801–1000,801,Shanghai Normal University,China,28.7,11.9,12.2,52.4,45.9,34.7,https://www.timeshighereducation.com/world-university-rankings/shanghai-normal-university,No.100 Guilin Road Xuhui District,,Shanghai,200234,China
801–1000,801,Sidi Mohamed Ben Abdellah University,Morocco,28.7,10.5,7.6,51.7,31.6,20.6,https://www.timeshighereducation.com/world-university-rankings/sidi-mohamed-ben-abdellah-university,Route Imouzzer PO Box 2626,Fez,Fez Meknes,30000,Morocco
801–1000,801,Sogang University,South Korea,28.7,28.0,15.2,31.5,42.1,47.4,https://www.timeshighereducation.com/world-university-rankings/sogang-university,35 Baekbeom-ro Sinsu-dong,Mapo-gu,11,04107,South Korea
801–1000,801,Southern Federal University,Russian Federation,28.7,21.0,14.2,28.0,26.3,45.0,https://www.timeshighereducation.com/world-university-rankings/southern-federal-university,105/42 Bolshaya Sadovaya Street,Rostov on Don,Rostov Oblast,344006,Russian Federation
801–1000,801,Tanta University,Egypt,28.7,15.8,7.0,53.7,22.9,51.5,https://www.timeshighereducation.com/world-university-rankings/tanta-university,Sibrbay,Tanta,GH,,Egypt
801–1000,801,Taras Shevchenko National University of Kyiv,Ukraine,28.7,23.6,17.9,28.4,25.8,24.7,https://www.timeshighereducation.com/world-university-rankings/taras-shevchenko-national-university-kyiv,64/13 Volodymyrska Street,,Kyiv,01601,Ukraine
801–1000,801,Technical University of Košice,Slovakia,28.7,20.5,20.6,36.1,58.5,42.3,https://www.timeshighereducation.com/world-university-rankings/technical-university-kosice,Letna 1/9,Kosice,Kosice,040 01,Slovakia
801–1000,801,Technological University Dublin,Ireland,28.7,17.1,12.9,33.0,58.5,55.2,https://www.timeshighereducation.com/world-university-rankings/technological-university-dublin,Rathdown House Grangegorman,Dublin,Leinster Province,D07 H6K8,Ireland
801–1000,801,Telkom University,Indonesia,28.7,13.7,12.2,44.0,54.7,60.9,https://www.timeshighereducation.com/world-university-rankings/telkom-university,Jalan Telekomunikasi Terusan Buah Batu,Bandung,JB,40257,Indonesia
801–1000,801,Thammasat University,Thailand,28.7,15.5,20.4,41.7,68.7,40.8,https://www.timeshighereducation.com/world-university-rankings/thammasat-university,2 Prachan Road Phra Barom Maha Ratchawang,Phra Nakhon,10,10200,Thailand
801–1000,801,The University of Danang,Vietnam,28.7,11.5,11.3,49.3,44.7,48.0,https://www.timeshighereducation.com/world-university-rankings/university-danang,41 Leduan St,Danang City,Danang Province,,Vietnam
801–1000,801,The University of Texas at San Antonio,United States,28.7,12.9,13.3,56.0,47.2,45.6,https://www.timeshighereducation.com/world-university-rankings/university-texas-san-antonio,One UTSA Circle,San Antonio,Texas,78249,United States
801–1000,801,Umm Al-Qura University,Saudi Arabia,28.7,18.4,19.1,38.7,44.2,59.4,https://www.timeshighereducation.com/world-university-rankings/umm-al-qura-university,Al Taif Road,Mecca,Makkah Province,24 382,Saudi Arabia
801–1000,801,Universidade Federal de Pernambuco,Brazil,28.7,22.6,19.3,35.7,71.3,24.9,https://www.timeshighereducation.com/world-university-rankings/universidade-federal-de-pernambuco,"['Av. Prof. Moraes Rego', '1235 Cidade Universitária']",Recife,Pernambuco,50670-901,Brazil
801–1000,801,Universidade Federal do Paraná (UFPR),Brazil,28.7,21.7,15.6,37.9,73.8,33.7,https://www.timeshighereducation.com/world-university-rankings/universidade-federal-do-parana-ufpr,"['No 1299', 'Rua XV de Novembro Centro']",Curitiba,Parana,80060-000,Brazil
801–1000,801,Universidade Lusófona,Portugal,28.7,16.0,8.1,41.6,27.5,35.9,https://www.timeshighereducation.com/world-university-rankings/universidade-lusofona,376 Campo Grande,Lisboa,Lisboa,1749-024,Portugal
801–1000,801,Universitas Padjadjaran,Indonesia,28.7,22.3,15.0,30.2,31.0,47.6,https://www.timeshighereducation.com/world-university-rankings/universitas-padjadjaran,Jalan Raya Bandung Sumedang Km 21,Sumedang,Jawa Barat,45363,Indonesia
801–1000,801,Universitas Sumatera Utara,Indonesia,28.7,15.0,9.4,43.1,24.4,42.3,https://www.timeshighereducation.com/world-university-rankings/universitas-sumatera-utara,"['Jalan Dr. T.Mansur No.9', 'Medan']",,SU,20155,Indonesia
801–1000,801,Université de Poitiers,France,28.7,14.4,15.8,43.8,27.9,66.8,https://www.timeshighereducation.com/world-university-rankings/universite-de-poitiers,15 Rue de l Hotel Dieu 86073 Cedex 9,Poitiers,Vienne,71117,France
801–1000,801,Université Grenoble Alpes,France,28.7,16.5,16.1,38.2,64.0,52.0,https://www.timeshighereducation.com/world-university-rankings/universite-grenoble-alpes,621 Avenue Centrale,Saint Martin d Heres,Auvergne Rhone Alpes,38400,France
801–1000,801,Universiti Malaysia Kelantan,Malaysia,28.7,12.1,11.7,60.4,43.3,48.9,https://www.timeshighereducation.com/world-university-rankings/universiti-malaysia-kelantan,Karung Berkunci 36 Pengkalan Chepa,Kota Bharu,03,16100,Malaysia
801–1000,801,Universiti Malaysia Sabah (UMS),Malaysia,28.7,15.7,11.5,42.2,25.0,37.0,https://www.timeshighereducation.com/world-university-rankings/universiti-malaysia-sabah-ums,Jalan UMS,Kota Kinabalu,12,88400,Malaysia
801–1000,801,Universiti Teknikal Malaysia Melaka,Malaysia,28.7,22.3,12.0,21.2,57.3,63.2,https://www.timeshighereducation.com/world-university-rankings/universiti-teknikal-malaysia-melaka,Hang Tuah Jaya Durian Tunggal,Malacca,Malacca,76100,Malaysia
801–1000,801,Universiti Teknologi MARA,Malaysia,28.7,21.8,16.5,46.4,43.3,35.1,https://www.timeshighereducation.com/world-university-rankings/universiti-teknologi-mara,Shah Alam,Darul Ehsan,10,40450,Malaysia
801–1000,801,University Cadi Ayyad of Marrakech,Morocco,28.7,10.9,8.2,69.6,24.7,34.0,https://www.timeshighereducation.com/world-university-rankings/university-cadi-ayyad-marrakech,511 Abdelkrim Khattabi Avenue,Marrakech,Marrakech Safi Region,40000,Morocco
801–1000,801,University of A Coruña,Spain,28.7,14.4,10.5,35.9,61.0,31.2,https://www.timeshighereducation.com/world-university-rankings/university-coruna,9 Rua da Maestranza,A Coruna,A Coruna,15001,Spain
801–1000,801,University of Alcalá,Spain,28.7,19.6,14.7,44.2,43.9,46.0,https://www.timeshighereducation.com/world-university-rankings/university-alcala,Plaza San Diego,Alcala de Henares,M,28801,Spain
801–1000,801,University of Antioquia,Colombia,28.7,12.4,18.6,34.2,23.8,27.9,https://www.timeshighereducation.com/world-university-rankings/university-antioquia,Calle 67 Numero 53 - 108 Po Box 1226,Medellin,Antioquia,,Colombia
801–1000,801,University of Belgrade,Serbia,28.7,14.7,20.1,49.0,28.6,31.1,https://www.timeshighereducation.com/world-university-rankings/university-belgrade,1 Studentski Trg,Belgrade,Belgrade District,11000,Serbia
801–1000,801,University of Bordeaux,France,28.7,16.9,14.5,39.7,51.9,44.6,https://www.timeshighereducation.com/world-university-rankings/university-bordeaux,351 Cours De La Liberation CS10004 Talence Cedex,Bordeaux,Gironde,33405,France
801–1000,801,University of Brasília,Brazil,28.7,24.9,17.6,31.9,24.4,26.1,https://www.timeshighereducation.com/world-university-rankings/university-brasilia,"['Gleba A', 'Ed. PCTec']",Brasilia,Brasilia,70910-900,Brazil
801–1000,801,University of Brawijaya,Indonesia,28.7,27.2,14.4,32.0,53.3,37.2,https://www.timeshighereducation.com/world-university-rankings/university-brawijaya,Veteran Street Malang,,JI,65145,Indonesia
801–1000,801,University of Cadiz,Spain,28.7,11.9,12.0,47.8,52.2,38.9,https://www.timeshighereducation.com/world-university-rankings/university-cadiz,"['Reina Sofía Cultural Center C / Paseo Carlos III', 'nº 9']",Cádiz,Andalucía,11003,Spain
801–1000,801,University of Campania Luigi Vanvitelli,Italy,28.7,10.9,7.5,67.6,43.5,30.1,https://www.timeshighereducation.com/world-university-rankings/university-campania-luigi-vanvitelli,Via Vivaldi 43,,Caserta,81100,Italy
801–1000,801,University of Carthage,Tunisia,28.7,16.8,8.8,53.7,22.2,41.4,https://www.timeshighereducation.com/world-university-rankings/university-carthage,Avenue de la Republique BP 77-1054,Amilcar,Tunis,,Tunisia
801–1000,801,University of Catania,Italy,28.7,9.9,13.4,56.7,59.5,46.2,https://www.timeshighereducation.com/world-university-rankings/university-catania,"['Piazza Università', '2']",,Catania,95131,Italy
801–1000,801,University of Chittagong,Bangladesh,28.7,9.9,8.9,46.0,32.1,55.7,https://www.timeshighereducation.com/world-university-rankings/university-chittagong,Chittagong University Road Hathazari,,Chittagong,4331,Bangladesh
801–1000,801,University of Clermont Auvergne,France,28.7,16.7,12.0,41.1,63.8,64.1,https://www.timeshighereducation.com/world-university-rankings/university-clermont-auvergne,49 Boulevard Francois Mitterrand,Clermont Ferrand,Auvergne Rhone Alpes Region,63001,France
801–1000,801,University of Craiova,Romania,28.7,11.6,9.8,46.8,22.4,41.9,https://www.timeshighereducation.com/world-university-rankings/university-craiova,Str. A. I. Cuza nr.13,Craiova,Dolj,200585,Romania
801–1000,801,University of Debrecen,Hungary,28.7,22.4,15.5,37.4,26.7,42.7,https://www.timeshighereducation.com/world-university-rankings/university-debrecen,Egyetem ter 1,Debrecen,Hajdu Bihar County,4032,Hungary
801–1000,801,University of Denver,United States,28.7,20.8,10.4,53.5,51.1,39.9,https://www.timeshighereducation.com/world-university-rankings/university-denver,2199 South University Blvd,Denver,Colorado,80208,United States
801–1000,801,University of East London,United Kingdom,28.7,11.1,10.8,51.1,31.8,85.6,https://www.timeshighereducation.com/world-university-rankings/university-east-london,University Way,London,London,E16 2RD,United Kingdom
801–1000,801,Prague University of Economics and Business (VŠE),Czechia,28.7,18.0,15.1,36.5,22.6,45.9,https://www.timeshighereducation.com/world-university-rankings/prague-university-economics-and-business-vse,West Churchilla 1938/4 Zizkov,Prague,Prague,130 67,Czechia
801–1000,801,"University of Education, Lahore",Pakistan,28.7,9.2,8.5,65.4,17.2,50.5,https://www.timeshighereducation.com/world-university-rankings/university-education-lahore,College Road Township,Lahore,Punjab,,Pakistan
801–1000,801,University of Gdańsk,Poland,28.7,18.3,10.5,38.2,43.6,31.3,https://www.timeshighereducation.com/world-university-rankings/university-gdansk,Ulica Jana Bazynskiego 8,Gdansk,Pomeranian Voivodeship,80-309,Poland
801–1000,801,University of Hertfordshire,United Kingdom,28.7,11.1,8.3,46.1,33.8,73.9,https://www.timeshighereducation.com/world-university-rankings/university-hertfordshire,College Lane,Hatfield,Hertfordshire,AL10 9AB,United Kingdom
801–1000,801,University of Huelva,Spain,28.7,18.0,10.8,38.4,39.9,32.6,https://www.timeshighereducation.com/world-university-rankings/university-huelva,Calle Dr. Cantero Cuadrado,Huelva,H,,Spain
801–1000,801,University of Hyderabad,India,28.7,24.6,16.1,41.2,59.1,21.0,https://www.timeshighereducation.com/world-university-rankings/university-hyderabad,Central University P.O. Prof. C.R.Rao Road,Hyderabad,TS,500046,India
801–1000,801,University of Isfahan,Iran,28.7,17.8,16.4,51.0,57.8,28.3,https://www.timeshighereducation.com/world-university-rankings/university-isfahan,Azadi Square,Isfahan,10,8174673441,Iran
801–1000,801,University of Jeddah,Saudi Arabia,28.7,9.0,8.0,62.7,27.9,72.6,https://www.timeshighereducation.com/world-university-rankings/university-jeddah,285 Dhahban,Jeddah,Hijaz Tihamah,23881,Saudi Arabia
801–1000,801,University of Lagos,Nigeria,28.7,16.0,18.1,51.8,22.4,38.3,https://www.timeshighereducation.com/world-university-rankings/university-lagos,"['University Road', 'Akoka Yaba Local Government']",Lagos,Lagos State,,Nigeria
801–1000,801,University of Macedonia,Greece,28.7,10.7,16.6,51.8,37.9,28.5,https://www.timeshighereducation.com/world-university-rankings/university-macedonia,156 Egnatia Street,Thessaloniki,Central Macedonia,546 36,Greece
801–1000,801,University of Malaga,Spain,28.7,15.4,11.7,48.9,65.5,33.6,https://www.timeshighereducation.com/world-university-rankings/university-malaga,"['Avda. Cervantes', '2']",,MA,29071,Spain
801–1000,801,University of Maribor,Slovenia,28.7,15.5,13.4,36.5,55.4,37.5,https://www.timeshighereducation.com/world-university-rankings/university-maribor,Slomskov trg 15,Maribor,Styria Region,2000,Slovenia
801–1000,801,University of Mauritius,Mauritius,28.7,11.9,10.8,67.6,30.1,27.2,https://www.timeshighereducation.com/world-university-rankings/university-mauritius,,Reduit,Moka District,80837,Mauritius
801–1000,801,University of Monastir,Tunisia,28.7,9.4,9.4,49.0,58.4,38.5,https://www.timeshighereducation.com/world-university-rankings/university-monastir,Avenue Taher Hadded B.P 56,Monastir,Sahel Region,5000,Tunisia
801–1000,801,University of Moratuwa,Sri Lanka,28.7,13.6,15.9,53.1,40.3,31.5,https://www.timeshighereducation.com/world-university-rankings/university-moratuwa,Bandaranayake Mawatha,Colombo,Moratuwa,10400,Sri Lanka
801–1000,801,University of Nairobi,Kenya,28.7,21.4,13.6,38.1,17.2,37.7,https://www.timeshighereducation.com/world-university-rankings/university-nairobi,Uhuru Highway,Nairobi,Nairobi,00100,Kenya
801–1000,801,University of Nebraska Omaha,United States,28.7,11.0,12.5,51.2,34.2,51.3,https://www.timeshighereducation.com/world-university-rankings/university-nebraska-omaha,6001 Dodge Street,Omaha,Nebraska,68182,United States
801–1000,801,University of Nigeria Nsukka,Nigeria,28.7,25.7,11.0,36.5,22.6,29.1,https://www.timeshighereducation.com/world-university-rankings/university-nigeria-nsukka,Ihe Nsukka,Nsukka,Enugu State,41001,Nigeria
801–1000,801,University of Novi Sad,Serbia,28.7,10.4,12.1,39.9,57.4,30.3,https://www.timeshighereducation.com/world-university-rankings/university-novi-sad,Dr Zorana Ðindica 1,Novi Sad,Vojvodina Province,21000,Serbia
801–1000,801,University of Pardubice,Czechia,28.7,10.6,15.9,49.9,50.7,37.7,https://www.timeshighereducation.com/world-university-rankings/university-pardubice,Studentska 95,Pardubice 2,Pardubice Region,532 10,Czechia
801–1000,801,University of Parma,Italy,28.7,8.6,15.6,51.9,42.3,32.0,https://www.timeshighereducation.com/world-university-rankings/university-parma,"['Università', '12']",,Parma,43121,Italy
801–1000,801,University of Pécs,Hungary,28.7,17.3,16.7,32.6,24.3,29.3,https://www.timeshighereducation.com/world-university-rankings/university-pecs,Vasvari Pal utca 4,Pecs,Baranya,7622,Hungary
801–1000,801,University of Primorska,Slovenia,28.7,15.2,17.4,29.4,26.9,56.8,https://www.timeshighereducation.com/world-university-rankings/university-primorska,Titov trg 4,Koper,Primorska,6000,Slovenia
801–1000,801,University of Rennes 1,France,28.7,13.1,8.8,28.8,67.3,60.5,https://www.timeshighereducation.com/world-university-rankings/university-rennes-1,263 avenue General Leclerc CS 74205,Rennes Cedex,Brittany,35042,France
801–1000,801,University of Rijeka,Croatia,28.7,15.4,13.5,40.7,28.7,29.4,https://www.timeshighereducation.com/world-university-rankings/university-rijeka,Trg brace Mazuranica 10,,Rijeka,51000,Croatia
801–1000,801,University of Sannio,Italy,28.7,19.9,12.5,52.6,37.5,30.4,https://www.timeshighereducation.com/world-university-rankings/university-sannio,Piazza Guerrazzi,Benevento,Benevento Province,82100,Italy
801–1000,801,University of Savoie Mont Blanc,France,28.7,13.9,9.5,41.2,24.7,43.1,https://www.timeshighereducation.com/world-university-rankings/university-savoie-mont-blanc,"['27', 'rue Marcoz B.P. 1104']",Chambery,Auvergne Rhone Alpes Region,73011,France
801–1000,801,University of Seoul,South Korea,28.7,19.9,20.5,27.9,46.7,30.8,https://www.timeshighereducation.com/world-university-rankings/university-seoul,163 Seoulsiripdaero 90 Jeonnong-dong,Seoul,11,02504,South Korea
801–1000,801,University of Sousse,Tunisia,28.7,14.7,8.4,55.5,25.2,39.9,https://www.timeshighereducation.com/world-university-rankings/university-sousse,Rue Khalifa Karoui Sahloul 4 BP 526,Sousse,Sousse Governorate,,Tunisia
801–1000,801,University of South Africa,South Africa,28.7,11.7,10.7,45.9,29.2,33.2,https://www.timeshighereducation.com/world-university-rankings/university-south-africa,1 Preller Street Muckleneuk Ridge,Pretoria,Gauteng,0002,South Africa
801–1000,801,University of Split,Croatia,28.7,20.9,13.0,47.5,29.8,30.6,https://www.timeshighereducation.com/world-university-rankings/university-split,Ulica Rudera Boskovica 31,Split,Split Croatia,21000,Croatia
801–1000,801,University of Sunderland,United Kingdom,28.7,11.8,7.2,36.1,31.6,80.9,https://www.timeshighereducation.com/world-university-rankings/university-sunderland,Chester Road Edinburgh Building,Sunderland,Tyne and Wear,SR1 3SD,United Kingdom
801–1000,801,University of Szeged,Hungary,28.7,17.2,12.6,36.3,30.9,36.9,https://www.timeshighereducation.com/world-university-rankings/university-szeged,Dugonics square 13,Szeged,Szeged,H-6720,Hungary
801–1000,801,University of the Balearic Islands,Spain,28.7,16.8,9.7,40.4,21.3,51.8,https://www.timeshighereducation.com/world-university-rankings/university-balearic-islands,Carretera de Valldemossa km 7 y Medio,Palma,Islas Baleares,07122,Spain
801–1000,801,University of the Basque Country,Spain,28.7,21.0,13.9,52.3,43.2,34.9,https://www.timeshighereducation.com/world-university-rankings/university-basque-country,Barrio Sarriena s/n,Leioa,Bizkaia,48940,Spain
801–1000,801,University of the Free State,South Africa,28.7,12.0,17.3,48.8,36.7,53.4,https://www.timeshighereducation.com/world-university-rankings/university-free-state,205 Nelson Mandela Dr Park West,Bloemfontein,Free State Province,9300,South Africa
801–1000,801,University of the Philippines,Philippines,28.7,19.2,13.5,29.5,25.2,32.0,https://www.timeshighereducation.com/world-university-rankings/university-philippines,Diliman,Quezon City,Quezon City,1102,Philippines
801–1000,801,University of the Western Cape,South Africa,28.7,13.2,18.7,32.0,17.2,45.2,https://www.timeshighereducation.com/world-university-rankings/university-western-cape,Robert Sobukwe Road,Bellville,Western Cape,7535,South Africa
801–1000,801,University of Trás-os-Montes and Alto Douro,Portugal,28.7,14.8,17.2,57.1,5.9,35.0,https://www.timeshighereducation.com/world-university-rankings/university-tras-os-montes-and-alto-douro,Quinta de Prados,Vila Real,Tras os Montes Region,5000-801,Portugal
801–1000,801,University of Trieste,Italy,28.7,13.6,14.0,51.9,43.9,38.2,https://www.timeshighereducation.com/world-university-rankings/university-trieste,Piazzale Europa 1,Trieste,Friuli Venezia Giulia,34127,Italy
801–1000,801,University of Tunis,Tunisia,28.7,18.1,8.5,46.3,28.9,37.5,https://www.timeshighereducation.com/world-university-rankings/university-tunis,"['92', 'Boulevard 9 Avril 1938']",Tunis,Tunis,1007,Tunisia
