rank_raw,rank,name,country,overall_score,teaching_score,research_env_score,research_quality_score,industry_score,international_score,url,street_address,locality,region,postal_code,country_address
601–800,601,Institut Teknologi Bandung,Indonesia,33.8,22.3,28.9,40.5,87.0,33.5,https://www.timeshighereducation.com/world-university-rankings/institut-teknologi-bandung,Jl. Tamansari 64,Bandung,Jawa Barat,40116,Indonesia
601–800,601,"International Islamic University, Islamabad",Pakistan,33.8,13.6,10.1,67.0,17.2,52.3,https://www.timeshighereducation.com/world-university-rankings/international-islamic-university-islamabad,Sector H-10,,Islamabad,44000,Pakistan
601–800,601,Istanbul University,Turkey,33.8,27.0,22.7,47.4,40.7,36.8,https://www.timeshighereducation.com/world-university-rankings/istanbul-university,Beyazit,Fatih,Istanbul,34452,Turkey
601–800,601,Jaume I University,Spain,33.8,18.1,15.4,52.3,42.1,46.4,https://www.timeshighereducation.com/world-university-rankings/jaume-i-university,Avinguda Vicent Sos Baynat,Castello de la Plana,Castellon,12071,Spain
601–800,601,Kansas State University,United States,33.8,23.9,22.4,43.7,64.3,39.1,https://www.timeshighereducation.com/world-university-rankings/kansas-state-university,919 MidCampus Drive North,Manhattan,Kansas,66506,United States
601–800,601,Keio University,Japan,33.8,31.2,26.4,36.0,65.3,48.8,https://www.timeshighereducation.com/world-university-rankings/keio-university,2-15-45 Mita Minato-ku,Tokyo,13,108-8345,Japan
601–800,601,Khon Kaen University,Thailand,33.8,11.6,13.9,64.9,47.8,44.4,https://www.timeshighereducation.com/world-university-rankings/khon-kaen-university,123 Moo 16 Mittapap Road Nai-Muang,Khon Kaen,40,40002,Thailand
601–800,601,KL University,India,33.8,22.8,10.2,79.7,17.8,30.1,https://www.timeshighereducation.com/world-university-rankings/kl-university,"['Green Fields', 'Vaddeswaram Guntur District']",Vaddeswaram,AP,522302,India
601–800,601,Lehigh University,United States,33.8,22.0,12.4,51.9,65.8,73.2,https://www.timeshighereducation.com/world-university-rankings/lehigh-university,27 Memorial Drive West,Bethlehem,Pennsylvania,18015,United States
601–800,601,London South Bank University,United Kingdom,33.8,12.3,8.6,45.9,63.0,94.0,https://www.timeshighereducation.com/world-university-rankings/london-south-bank-university,103 Borough Road,,London,SE1 0AA,United Kingdom
601–800,601,Louisiana State University,United States,33.8,16.2,18.1,65.8,67.4,42.2,https://www.timeshighereducation.com/world-university-rankings/louisiana-state-university,Baton Rouge,Baton Rouge,Louisiana,70803,United States
601–800,601,Manipal Academy of Higher Education,India,33.8,15.3,17.3,51.5,69.3,37.3,https://www.timeshighereducation.com/world-university-rankings/manipal-academy-higher-education,Karnataka,,Manipal,576104,India
601–800,601,Masaryk University,Czechia,33.8,18.5,21.6,47.1,39.4,63.0,https://www.timeshighereducation.com/world-university-rankings/masaryk-university,Zerotinovo namesti 9 Rektorát,Brno,Moravian Region,,Czechia
601–800,601,Mississippi State University,United States,33.8,13.9,15.1,62.1,63.4,41.5,https://www.timeshighereducation.com/world-university-rankings/mississippi-state-university,75 B. S. Hood Rd Mississippi State,,Mississippi,39762,United States
601–800,601,Mizzou - University of Missouri,United States,33.8,19.5,18.3,58.0,65.6,48.5,https://www.timeshighereducation.com/world-university-rankings/mizzou-university-missouri,230 Jesse Hall,Columbia,Missouri,65211,United States
601–800,601,Multimedia University,Malaysia,33.8,26.1,19.8,46.0,65.4,58.9,https://www.timeshighereducation.com/world-university-rankings/multimedia-university,Persiaran Multimedia,Cyberjaya,10,63100,Malaysia
601–800,601,Mutah University,Jordan,33.8,21.7,12.5,56.6,17.2,48.0,https://www.timeshighereducation.com/world-university-rankings/mutah-university,Mutah Town,Al Karak,Karak Governorate,61710,Jordan
601–800,601,National Central University,Taiwan,33.8,16.7,19.4,48.5,97.2,48.8,https://www.timeshighereducation.com/world-university-rankings/national-central-university,"['No 300', 'Jhongda Road Zhongli District']",Taoyuan City,Taoyuan,32001,Taiwan
601–800,601,National Yang Ming Chiao Tung University (NYCU Taiwan),Taiwan,33.8,20.9,26.3,44.1,99.1,46.0,https://www.timeshighereducation.com/world-university-rankings/national-yang-ming-chiao-tung-university-nycu-taiwan,"['No 1001', 'Daxue Road East District']",Hsinchu City,Northwestern Taiwan,30010,Taiwan
601–800,601,National Yunlin University of Science and Technology,Taiwan,33.8,14.6,19.3,44.1,82.9,43.7,https://www.timeshighereducation.com/world-university-rankings/national-yunlin-university-science-and-technology,No. 123 University Road Section 3,Douliou,Yunlin,640301,Taiwan
601–800,601,Nazarbayev University,Kazakhstan,33.8,20.8,18.7,51.4,38.6,72.4,https://www.timeshighereducation.com/world-university-rankings/nazarbayev-university,53 Kabanbay Batyr Avenue,Astana City,Astana,Z05 H0P9,Kazakhstan
601–800,601,New Jersey Institute of Technology,United States,33.8,19.3,12.2,52.7,67.8,77.2,https://www.timeshighereducation.com/world-university-rankings/new-jersey-institute-technology,University Heights,Newark,New Jersey,07102-1982,United States
601–800,601,Northeast Normal University,China,33.8,14.5,13.1,71.9,58.0,48.7,https://www.timeshighereducation.com/world-university-rankings/northeast-normal-university,5268 Renmin Street Nanguan District,Changchun City,Jilin Province,130024,China
601–800,601,Northern Illinois University,United States,33.8,16.4,10.7,53.9,51.3,57.8,https://www.timeshighereducation.com/world-university-rankings/northern-illinois-university,1425 West Lincoln Highway,DeKalb,Illinois,60115-2828,United States
601–800,601,North-West University,South Africa,33.8,17.6,13.3,70.9,23.8,47.8,https://www.timeshighereducation.com/world-university-rankings/north-west-university,11 Hoffman Street Building F1,Potchefstroom,North West,2531,South Africa
601–800,601,Obafemi Awolowo University,Nigeria,33.8,21.5,19.0,53.9,38.6,39.4,https://www.timeshighereducation.com/world-university-rankings/obafemi-awolowo-university,Ile,Ife,OS,,Nigeria
601–800,601,Old Dominion University,United States,33.8,16.0,17.6,63.1,53.6,38.6,https://www.timeshighereducation.com/world-university-rankings/old-dominion-university,5155 Hampton Boulevard,Norfolk,Virginia,23529,United States
601–800,601,O.P. Jindal Global University,India,33.8,18.1,15.1,69.6,17.2,51.4,https://www.timeshighereducation.com/world-university-rankings/op-jindal-global-university,Sonipat Narela Road Near Jagdishpur Village,Haryana,DL,131001,India
601–800,601,Osmania University,India,33.8,22.5,20.5,49.4,33.4,26.1,https://www.timeshighereducation.com/world-university-rankings/osmania-university,,Hyderabad,Telangana State,500007,India
601–800,601,Ozyegin University,Turkey,33.8,17.0,17.4,44.0,95.8,65.6,https://www.timeshighereducation.com/world-university-rankings/ozyegin-university,Nisantepe District Orman Street,Çekmeköy,Istanbul,34794,Turkey
601–800,601,Panjab University,India,33.8,28.1,15.6,49.6,42.8,24.6,https://www.timeshighereducation.com/world-university-rankings/panjab-university,Sector 14,Chandigarh,Punjab and Haryana,160014,India
601–800,601,Plekhanov Russian University of Economics,Russian Federation,33.8,37.7,23.0,20.2,37.9,39.4,https://www.timeshighereducation.com/world-university-rankings/plekhanov-russian-university-economics,36 Stremyanny Pereulok,Moscow,Moscow,117997,Russian Federation
601–800,601,Riga Technical University,Latvia,33.8,17.1,21.3,48.3,59.9,65.5,https://www.timeshighereducation.com/world-university-rankings/riga-technical-university,6A Kipsalas Street,,Riga,LV-1048,Latvia
601–800,601,Riphah International University,Pakistan,33.8,16.8,10.3,74.5,17.2,52.2,https://www.timeshighereducation.com/world-university-rankings/riphah-international-university,Hajj Complex Road Sector I-14,,Islamabad,747424,Pakistan
601–800,601,Rovira i Virgili University,Spain,33.8,17.5,11.4,58.8,37.5,52.4,https://www.timeshighereducation.com/world-university-rankings/rovira-i-virgili-university,Carrer de l Escorxador,Tarragona,Tarragones County,43003,Spain
601–800,601,Rowan University,United States,33.8,11.3,12.0,68.9,28.0,47.1,https://www.timeshighereducation.com/world-university-rankings/rowan-university,201 Mullica Hill Road,Glassboro,New Jersey,08028,United States
601–800,601,RUDN University,Russian Federation,33.8,26.8,20.6,33.4,47.8,63.9,https://www.timeshighereducation.com/world-university-rankings/rudn-university,Miklukho-Maklaya str. 6,,Moscow,117198,Russian Federation
601–800,601,Saint Louis University,United States,33.8,16.6,15.0,65.5,45.6,58.5,https://www.timeshighereducation.com/world-university-rankings/saint-louis-university,1 North Grand Boulevard,Saint Louis,Missouri,63103,United States
601–800,601,San Diego State University,United States,33.8,17.6,8.3,63.3,53.6,34.4,https://www.timeshighereducation.com/world-university-rankings/san-diego-state-university,5500 Campanile Drive,San Diego,California,92182,United States
601–800,601,Saudi Electronic University,Saudi Arabia,33.8,8.0,7.9,72.2,17.5,73.6,https://www.timeshighereducation.com/world-university-rankings/saudi-electronic-university,Abu Baker Assiddeeq Road,Riyadh,Riyadh Province,,Saudi Arabia
601–800,601,SGH Warsaw School of Economics,Poland,33.8,31.6,23.0,35.7,17.6,34.0,https://www.timeshighereducation.com/world-university-rankings/sgh-warsaw-school-economics,Al Niepodleglosci 162,Warszawa,Masovian Voivodeship,02-554,Poland
601–800,601,Shantou University,China,33.8,9.0,12.7,69.2,53.7,44.6,https://www.timeshighereducation.com/world-university-rankings/shantou-university,243 Daxue Road,Shantou,Guangdong,515063,China
601–800,601,Sheffield Hallam University,United Kingdom,33.8,17.0,9.8,58.1,37.1,80.5,https://www.timeshighereducation.com/world-university-rankings/sheffield-hallam-university,Howard Street,Sheffield,South Yorkshire,S1 1WB,United Kingdom
601–800,601,"Soochow University, China",China,33.8,15.8,14.6,70.5,72.6,38.9,https://www.timeshighereducation.com/world-university-rankings/soochow-university-china,No 1 Shizi Street Gusu District,Suzhou City,Jiangsu Province,,China
601–800,601,South China Normal University,China,33.8,14.7,11.3,63.0,51.2,47.6,https://www.timeshighereducation.com/world-university-rankings/south-china-normal-university,55 Zhongshan Avenue West Guangzhou,,Guangdong,510631,China
601–800,601,Southern Illinois University Carbondale,United States,33.8,22.4,22.0,45.4,78.7,37.7,https://www.timeshighereducation.com/world-university-rankings/southern-illinois-university-carbondale,1263 Lincoln Drive,Carbondale,Illinois,62901,United States
601–800,601,SRM Institute of Science and Technology,India,33.8,10.0,11.3,79.0,28.4,22.3,https://www.timeshighereducation.com/world-university-rankings/srm-institute-science-and-technology,"['SRM Nagar', 'Potheri Chengalpattu District']",Kattankulathur,TN,603203,India
601–800,601,SUNY Binghamton University,United States,33.8,24.0,23.2,45.2,64.1,56.5,https://www.timeshighereducation.com/world-university-rankings/suny-binghamton-university,4400 Vestal Parkway East,Binghamton,New York,13902,United States
601–800,601,Széchenyi István University,Hungary,33.8,18.5,13.2,65.3,17.5,47.9,https://www.timeshighereducation.com/world-university-rankings/szechenyi-istvan-university,Egyetem ter 1,Gyor,Gyor-Moson-Sopron,9026,Hungary
601–800,601,Technical University of Cartagena,Spain,33.8,22.5,14.7,44.0,48.3,48.4,https://www.timeshighereducation.com/world-university-rankings/technical-university-cartagena,"['Plaza del Cronista Isidoro Val Edificio ""La Milagrosa""', 's/n']",Cartagena,MU,30202,Spain
601–800,601,Texas State University,United States,33.8,15.3,14.1,55.9,41.3,48.8,https://www.timeshighereducation.com/world-university-rankings/texas-state-university,601 University Drive,San Marcos,Texas,78666-4684,United States
601–800,601,The Hashemite University,Jordan,33.8,9.4,14.6,78.8,46.1,44.3,https://www.timeshighereducation.com/world-university-rankings/hashemite-university,P.O. Box 330127,Zarqa,Zarqa Governorate,13133,Jordan
601–800,601,The Islamia University of Bahawalpur,Pakistan,33.8,12.9,9.2,79.7,22.4,50.8,https://www.timeshighereducation.com/world-university-rankings/islamia-university-bahawalpur,Bahawalpur,,Punjab,63100,Pakistan
601–800,601,The Open University,United Kingdom,33.8,20.3,11.0,54.8,54.3,57.2,https://www.timeshighereducation.com/world-university-rankings/open-university,"['Walton Hall', 'Kents Hill']",Milton Keynes,Buckinghamshire,MK7 6AA,United Kingdom
601–800,601,The University of Alabama,United States,33.8,16.1,20.2,54.3,59.9,31.3,https://www.timeshighereducation.com/world-university-rankings/university-alabama,719 University Boulevard,Tuscaloosa,Alabama,35487,United States
601–800,601,Ton Duc Thang University,Vietnam,33.8,10.3,8.7,75.5,26.5,54.8,https://www.timeshighereducation.com/world-university-rankings/ton-duc-thang-university,19 Nguyen Huu Tho Street Tan Phong Ward,Ho Chi Minh City,Ho Chi Minh,,Vietnam
601–800,601,Tulane University,United States,33.8,20.5,13.6,46.8,65.2,52.5,https://www.timeshighereducation.com/world-university-rankings/tulane-university,6823 Saint Charles Avenue,New Orleans,Louisiana,70118-5645,United States
601–800,601,Ulm University,Germany,33.8,20.9,13.9,46.2,57.1,51.3,https://www.timeshighereducation.com/world-university-rankings/ulm-university,16 Helmhotzstrasse,Ulm,Baden Wurttemberg,89081,Germany
601–800,601,Ulster University,United Kingdom,33.8,11.2,12.6,49.2,50.8,90.4,https://www.timeshighereducation.com/world-university-rankings/ulster-university,Cromore Road,Coleraine,Londonderry,BT52 1SA,United Kingdom
601–800,601,Unisinos University,Brazil,33.8,19.5,19.6,50.1,54.4,28.9,https://www.timeshighereducation.com/world-university-rankings/unisinos-university,Avenida Unisinos 950 - Cristo Rei,,São Leopoldo,93022-750,Brazil
601–800,601,Universidade Estadual Paulista (Unesp),Brazil,33.8,21.9,27.9,47.0,65.4,35.5,https://www.timeshighereducation.com/world-university-rankings/universidade-estadual-paulista-unesp,Rua Quirino de Andrade 215,Sao Paulo,Sao Paulo,01049-010,Brazil
601–800,601,Universidade Federal de Santa Catarina,Brazil,33.8,21.5,23.1,54.9,44.4,34.4,https://www.timeshighereducation.com/world-university-rankings/universidade-federal-de-santa-catarina,Campus Universitario Reitor Joao David Ferreira Lima,Trindade,Florianopolis,88040-900,Brazil
601–800,601,Universidade Federal do Rio Grande do Sul,Brazil,33.8,25.5,19.2,53.1,63.7,32.5,https://www.timeshighereducation.com/world-university-rankings/universidade-federal-do-rio-grande-do-sul,"['Av. Paulo Gama', '110 Bairro Farroupilha']",Porto Alegre,Rio Grande do Sul,90040-060,Brazil
601–800,601,Universitas Airlangga,Indonesia,33.8,25.4,15.1,49.0,27.0,65.7,https://www.timeshighereducation.com/world-university-rankings/universitas-airlangga,Jl. Airlangga No. 4-6,Surabaya,Jawa Timur,60115,Indonesia
601–800,601,Universitas Sebelas Maret,Indonesia,33.8,25.0,18.9,49.3,54.0,44.0,https://www.timeshighereducation.com/world-university-rankings/universitas-sebelas-maret,"['Jalan Ir. Sutami 36 Kentingan Jebres', 'Surakarta']",Jawa Tengah,JT,57126,Indonesia
601–800,601,Université d’Orléans,France,33.8,17.1,12.3,49.8,50.7,61.5,https://www.timeshighereducation.com/world-university-rankings/universite-dorleans,Chateau de la Source Avenue du Parc Floral,Orleans,Centre Val de Loire,45067,France
601–800,601,Universiti Kuala Lumpur,Malaysia,33.8,19.5,11.9,57.1,49.2,47.7,https://www.timeshighereducation.com/world-university-rankings/universiti-kuala-lumpur,1016 Jalan Sultan Ismail,Kuala Lumpur,14,50250,Malaysia
601–800,601,Universiti Pendidikan Sultan Idris,Malaysia,33.8,24.7,19.3,46.2,50.0,58.5,https://www.timeshighereducation.com/world-university-rankings/universiti-pendidikan-sultan-idris,Tanjung Malim,Tanjung Malim,08,35900,Malaysia
601–800,601,Universiti Tenaga Nasional (UNITEN),Malaysia,33.8,19.0,10.2,48.3,70.7,62.2,https://www.timeshighereducation.com/world-university-rankings/universiti-tenaga-nasional-uniten,Jalan IKRAM UNITEN,Kajang,10,43000,Malaysia
